comune,provincia,CODISTAT,CODICE_ISTAT,civici_georeferenziati
BADIA,BZ,021006,021006,1501
TRIVIGNO,PZ,076093,076093,1501
VILLA GUARDIA,CO,013245,013245,1499
ALBOSAGGIA,SO,014002,014002,1498
ROASIO,VC,002116,002116,1497
MORETTA,CN,004143,004143,1496
TONEZZA DEL CIMONE,VI,024106,024106,1493
ARENA PO,PV,018005,018005,1493
BARZANÒ,LC,097006,097006,1492
CASTELLUCCIO INFERIORE,PZ,076022,076022,1492
PORNASSIO,IM,008046,008046,1491
SAN CARLO CANAVESE,TO,001237,001237,1485
MORIAGO DELLA BATTAGLIA,TV,026048,026048,1485
PAPASIDERO,CS,078092,078092,1484
ANGIARI,VR,023003,023003,1483
PANNARANO,BN,062047,062047,1482
LUGNANO IN TEVERINA,TR,055016,055016,1482
OSOPPO,UD,030066,030066,1480
ZERI,MS,045017,045017,1477
SAN GIACOMO DELLE SEGNATE,MN,020056,020056,1477
SAINT-CHRISTOPHE,AO,007058,007058,1476
ALBISSOLA MARINA,SV,009003,009003,1475
ROCCELLA VALDEMONE,ME,083074,083074,1474
NOVA LEVANTE,BZ,021058,021058,1465
VALLE DI MADDALONI,CE,061097,061097,1464
ARMENTO,PZ,076005,076005,1463
CERRETO DI SPOLETO,PG,054010,054010,1462
LOCATE VARESINO,CO,013131,013131,1458
CALANNA,RC,080016,080016,1457
ROCCAFLUVIONE,AP,044064,044064,1456
SAMOLACO,SO,014057,014057,1454
SAN GIOVANNI IN MARIGNANO,RN,099017,099017,1454
VAL DI NIZZA,PV,018166,018166,1453
LOCERI,NU,091039,091039,1453
SPOLTORE,PE,068041,068041,1453
AZZATE,VA,012006,012006,1449
CARNATE,MB,108016,108016,1449
OLLASTRA,OR,095037,095037,1448
ROMENTINO,NO,003131,003131,1448
FIUMEDINISI,ME,083021,083021,1444
ENVIE,CN,004085,004085,1443
MAGLIANO SABINA,RI,057035,057035,1441
VILLAFRANCA D'ASTI,AT,005117,005117,1441
SANARICA,LE,075067,075067,1440
ROBILANTE,CN,004185,004185,1439
SALCITO,CB,070062,070062,1438
SAN FIORANO,LO,098047,098047,1437
CASTELVECCHIO SUBEQUO,AQ,066031,066031,1437
PEDRENGO,BG,016160,016160,1436
NATURNO,BZ,021056,021056,1436
LETINO,CE,061044,061044,1436
CASTRONNO,VA,012047,012047,1435
TOFFIA,RI,057068,057068,1433
CARAMANICO TERME,PE,068007,068007,1432
CANTALUPA,TO,001053,001053,1432
MONTEMARANO,AV,064058,064058,1432
VILLA DI SERIO,BG,016240,016240,1431
ATZARA,NU,091003,091003,1430
TORRE BOLDONE,BG,016214,016214,1429
PENNA SAN GIOVANNI,MC,043035,043035,1428
SCONTRONE,AQ,066094,066094,1428
PRATO ALLO STELVIO,BZ,021067,021067,1422
PONSO,PD,028067,028067,1418
RAPINO,CH,069071,069071,1418
MONTECATINI VAL DI CECINA,PI,050019,050019,1415
VILLASPECIOSA,SU,111107,111107,1413
ATTIGLIANO,TR,055006,055006,1409
CASSACCO,UD,030019,030019,1401
ROCCAMONTEPIANO,CH,069073,069073,1401
OGGEBBIO,VB,103049,103049,1400
MONTEFALCONE NEL SANNIO,CB,070043,070043,1399
DIGNANO,UD,030032,030032,1397
VEDUGGIO CON COLZANO,MB,108047,108047,1396
FRASSINO,CN,004092,004092,1393
CAUTANO,BN,062021,062021,1393
TAURANO,AV,064106,064106,1392
GUARDAMIGLIO,LO,098029,098029,1391
TERRANOVA DI POLLINO,PZ,076088,076088,1391
APRICA,SO,014004,014004,1388
BARANELLO,CB,070002,070002,1387
GROTTE DI CASTRO,VT,056030,056030,1386
MONTEFRANCO,TR,055019,055019,1386
MOMBERCELLI,AT,005066,005066,1382
SAVOIA DI LUCANIA,PZ,076084,076084,1375
SACCO,SA,065113,065113,1373
COMITINI,AG,084016,084016,1372
AROSIO,CO,013012,013012,1372
VILLA SAN GIOVANNI IN TUSCIA,VT,056046,056046,1371
CASTELSARACENO,PZ,076025,076025,1369
BOARA PISANI,PD,028012,028012,1369
COCCONATO,AT,005042,005042,1364
BALZOLA,AL,006011,006011,1364
PIETRAPERTOSA,PZ,076061,076061,1362
FRANCAVILLA MARITTIMA,CS,078056,078056,1360
GALLINARO,FR,060040,060040,1358
DURAZZANO,BN,062028,062028,1351
POCENIA,UD,030075,030075,1349
LAVIANO,SA,065063,065063,1349
GUARENE,CN,004101,004101,1349
SPILINGA,VV,102042,102042,1349
SAN DANIELE DEL FRIULI,UD,030099,030099,1348
MONTECRESTESE,VB,103046,103046,1348
SAN PELLEGRINO TERME,BG,016190,016190,1347
MESERO,MI,015144,015144,1342
GARGALLO,NO,003070,003070,1337
PALESTRO,PV,018107,018107,1335
VALDINA,ME,083103,083103,1334
CARASSAI,AP,044010,044010,1333
CAPIAGO INTIMIANO,CO,013043,013043,1333
CARENNO,LC,097014,097014,1330
ROCCAFRANCA,BS,017162,017162,1328
RIO DI PUSTERIA,BZ,021074,021074,1326
SAN LORENZO MAGGIORE,BN,062062,062062,1325
SANTO STEFANO AL MARE,IM,008056,008056,1324
BAGNARA DI ROMAGNA,RA,039003,039003,1323
DOBBIACO,BZ,021028,021028,1322
ALLEGHE,BL,025003,025003,1321
ZAVATTARELLO,PV,018184,018184,1317
ROCCASECCA DEI VOLSCI,LT,059023,059023,1317
TREVENZUOLO,VR,023088,023088,1314
FRASSO TELESINO,BN,062035,062035,1313
ZEDDIANI,OR,095074,095074,1311
VERCANA,CO,013239,013239,1309
VARNA,BZ,021111,021111,1308
MONFORTE D'ALBA,CN,004132,004132,1308
AIELLI,AQ,066002,066002,1307
MONTANO LUCINO,CO,013154,013154,1305
CICILIANO,RM,058030,058030,1305
SOLDANO,IM,008058,008058,1302
VILLASTELLONE,TO,001308,001308,1302
BALSORANO,AQ,066007,066007,1301
SALORNO SULLA STRADA DEL VINO,BZ,021076,021076,1301
MORRO D'ORO,TE,067029,067029,1301
VAPRIO D'ADDA,MI,015230,015230,1297
TORNARECCIO,CH,069092,069092,1292
SAN MARTINO IN PASSIRIA,BZ,021083,021083,1291
BATTAGLIA TERME,PD,028011,028011,1288
TELVE,TN,022188,022188,1287
BARZIO,LC,097007,097007,1284
SELEGAS,SU,111074,111074,1282
ZUNGRI,VV,102050,102050,1281
SONA,VR,023083,023083,1277
COMMEZZADURA,TN,022064,022064,1274
ELICE,PE,068018,068018,1273
BUCCIANO,BN,062010,062010,1272
TULA,SS,090075,090075,1271
TRIVIGLIANO,FR,060081,060081,1271
CAPO DI PONTE,BS,017035,017035,1267
CALVENZANO,BG,016047,016047,1264
VIONE,BS,017202,017202,1259
ALBESE CON CASSANO,CO,013004,013004,1259
PONTESTURA,AL,006133,006133,1259
SAN GENESIO ATESINO,BZ,021079,021079,1257
MASSINO VISCONTI,NO,003093,003093,1248
CASTELLAFIUME,AQ,066029,066029,1247
TORRE DI RUGGIERO,CZ,079148,079148,1244
CANNETO PAVESE,PV,018029,018029,1242
MORUZZO,UD,030063,030063,1241
ROCCANOVA,PZ,076069,076069,1241
BUSSERO,MI,015040,015040,1240
GENOLA,CN,004096,004096,1240
COLONNA,RM,058035,058035,1239
CARDETO,RC,080022,080022,1235
PIETRAROJA,BN,062051,062051,1234
SORICO,CO,013216,013216,1233
SPERLINGA,EN,086017,086017,1231
STRANGOLAGALLI,FR,060075,060075,1230
COSOLETO,RC,080030,080030,1228
OZZANO MONFERRATO,AL,006123,006123,1226
BALLABIO,LC,097004,097004,1223
FRAZZANÒ,ME,083026,083026,1223
RIVA PRESSO CHIERI,TO,001215,001215,1222
GRADOLI,VT,056028,056028,1219
MADIGNANO,CR,019055,019055,1219
CRAVEGGIA,VB,103024,103024,1217
PINAROLO PO,PV,018115,018115,1215
COLLOREDO DI MONTE ALBANO,UD,030028,030028,1215
ALTISSIMO,VI,024005,024005,1215
PIANTEDO,SO,014048,014048,1214
BORGO VELINO,RI,057008,057008,1213
FORNI DI SOPRA,UD,030041,030041,1213
CERENZIA,KR,101006,101006,1212
ROSORA,AN,042040,042040,1211
MERCALLO,VA,012101,012101,1210
CANDIOLO,TO,001051,001051,1209
MESE,SO,014043,014043,1208
SAN BARTOLOMEO VAL CAVARGNA,CO,013204,013204,1208
ROBECCO D'OGLIO,CR,019085,019085,1206
BARBARA,AN,042004,042004,1204
POLVERARA,PD,028066,028066,1202
TORRALBA,SS,090073,090073,1201
CAMPODORO,PD,028018,028018,1200
GESTURI,SU,111027,111027,1192
CIVITELLA ROVETO,AQ,066036,066036,1192
FRASSINETO PO,AL,006073,006073,1192
MORAZZONE,VA,012105,012105,1191
SPADOLA,VV,102041,102041,1188
DOMEGGE DI CADORE,BL,025018,025018,1188
FRANCAVILLA ANGITOLA,VV,102014,102014,1187
FOMBIO,LO,098026,098026,1186
FRONT,TO,001109,001109,1185
CESANA TORINESE,TO,001074,001074,1184
SAN GIOVANNI DEL DOSSO,MN,020058,020058,1183
COMANO,MS,045005,045005,1182
MATRICE,CB,070037,070037,1181
PECETTO TORINESE,TO,001183,001183,1179
VIGNATE,MI,015237,015237,1178
MONTORSO VICENTINO,VI,024068,024068,1176
CELENZA SUL TRIGNO,CH,069021,069021,1175
FARDELLA,PZ,076031,076031,1174
SANTOMENNA,SA,065131,065131,1173
CIRIGLIANO,MT,077005,077005,1172
CAPRI LEONE,ME,083010,083010,1171
TISSI,SS,090072,090072,1168
SANT'ALBANO STURA,CN,004211,004211,1167
LINAROLO,PV,018081,018081,1166
COLLE BRIANZA,LC,097024,097024,1164
MUCCIA,MC,043034,043034,1162
OLIVETO LUCANO,MT,077019,077019,1157
MONTICHIARI,BS,017113,017113,1157
LICATA,AG,084021,084021,1156
TRINITÀ,CN,004232,004232,1153
CHIESA IN VALMALENCO,SO,014019,014019,1151
BAGALADI,RC,080006,080006,1151
TRAONA,SO,014069,014069,1151
BRENTA,VA,012019,012019,1150
BAGNATICA,BG,016018,016018,1146
GRANDOLA ED UNITI,CO,013111,013111,1144
FORCE,AP,044021,044021,1144
NEMI,RM,058070,058070,1143
FONTANETO D'AGOGNA,NO,003066,003066,1141
CAPRIOLO,BS,017038,017038,1140
MOMO,NO,003100,003100,1138
FIANO,TO,001104,001104,1137
VALDAORA,BZ,021106,021106,1135
MONTALTO PAVESE,PV,018094,018094,1135
BRINDISI MONTAGNA,PZ,076014,076014,1134
MONTEFUSCO,AV,064056,064056,1134
CARIMATE,CO,013046,013046,1131
CASALROMANO,MN,020012,020012,1130
CASTAGNOLE MONFERRATO,AT,005023,005023,1129
SESTO,BZ,021092,021092,1129
BIONE,BS,017019,017019,1129
ARRE,PD,028006,028006,1126
TOIRANO,SV,009061,009061,1124
DERVIO,LC,097030,097030,1123
MATTIE,TO,001147,001147,1123
NURALLAO,SU,111046,111046,1121
LIMOSANO,CB,070032,070032,1120
FOSSALTA DI PORTOGRUARO,VE,027016,027016,1119
FERRUZZANO,RC,080033,080033,1119
LAGUNDO,BZ,021038,021038,1116
COASSOLO TORINESE,TO,001088,001088,1116
CAMPOLI DEL MONTE TABURNO,BN,062014,062014,1113
VERDERIO,LC,097091,097091,1110
SAN LORENZO DI SEBATO,BZ,021081,021081,1110
TREPPO GRANDE,UD,030126,030126,1106
GODRANO,PA,082040,082040,1103
MONTONE,PG,054033,054033,1099
VANDOIES,BZ,021110,021110,1095
PORTALBERA,PV,018118,018118,1095
CANTELLO,VA,012030,012030,1087
CHAMPORCHER,AO,007018,007018,1087
CALAMANDRANA,AT,005013,005013,1084
SANTA LUCIA DI SERINO,AV,064088,064088,1084
SEULO,SU,111082,111082,1079
ODOLO,BS,017121,017121,1077
CASALE MARITTIMO,PI,050006,050006,1076
MARTIGNANA DI PO,CR,019057,019057,1075
MELAZZO,AL,006092,006092,1075
TREGLIO,CH,069096,069096,1074
CAPONAGO,MB,108052,108052,1074
MERCATELLO SUL METAURO,PU,041025,041025,1072
FILOGASO,VV,102013,102013,1070
SAN GIACOMO DEGLI SCHIAVONI,CB,070065,070065,1070
VALTOPINA,PG,054059,054059,1069
ROBURENT,CN,004186,004186,1065
MAGLIANO ALPI,CN,004114,004114,1065
LEZZENO,CO,013126,013126,1065
CERCHIO,AQ,066033,066033,1059
CERVESINA,PV,018047,018047,1058
CASTELNUOVO BOCCA D'ADDA,LO,098013,098013,1058
PIANE CRATI,CS,078097,078097,1057
CINETO ROMANO,RM,058031,058031,1056
MEZZANE DI SOTTO,VR,023047,023047,1056
CASOLA DI NAPOLI,NA,063022,063022,1056
SETTEFRATI,FR,060072,060072,1055
MACCHIA D'ISERNIA,IS,094025,094025,1055
PALUDI,CS,078089,078089,1055
LA THUILE,AO,007041,007041,1054
PAVONE CANAVESE,TO,001181,001181,1053
CELLERE,VT,056020,056020,1051
SOLBIATE ARNO,VA,012121,012121,1049
PADERNO D'ADDA,LC,097062,097062,1046
MONTEGALDA,VI,024064,024064,1046
SCENA,BZ,021087,021087,1045
POSINA,VI,024080,024080,1040
FIÈ ALLO SCILIAR,BZ,021031,021031,1040
CASSINELLE,AL,006044,006044,1039
SANGANO,TO,001241,001241,1038
VALSTRONA,VB,103069,103069,1037
OCCIMIANO,AL,006115,006115,1034
DRUOGNO,VB,103029,103029,1034
PRAGELATO,TO,001201,001201,1033
GRANZE,PD,028043,028043,1030
PAITONE,BS,017132,017132,1028
NAZ-SCIAVES,BZ,021057,021057,1027
RIVOLI VERONESE,VR,023062,023062,1027
SOLBIATE OLONA,VA,012122,012122,1025
MORRO D'ALBA,AN,042031,042031,1025
AFRICO,RC,080001,080001,1025
PARCINES,BZ,021062,021062,1023
CAVALLIRIO,NO,003047,003047,1021
TRIORA,IM,008061,008061,1021
PEIA,BG,016161,016161,1019
PIEDICAVALLO,BI,096044,096044,1018
MEZZENILE,TO,001152,001152,1018
INTRODACQUA,AQ,066048,066048,1018
SAN VITO DI FAGAGNA,UD,030106,030106,1008
SENIGA,BS,017177,017177,1007
MONTEDINOVE,AP,044034,044034,1007
PESCAROLO ED UNITI,CR,019069,019069,1004
CIVIDATE CAMUNO,BS,017055,017055,1004
PACIANO,PG,054036,054036,1003
VILLA ESTENSE,PD,028102,028102,1001
TAGLIOLO MONFERRATO,AL,006169,006169,1001
RHO,MI,015182,015182,1000
MONTE GRIMANO TERME,PU,041035,041035,1000
SAN NICOLÒ GERREI,SU,111064,111064,998
CERRO AL VOLTURNO,IS,094014,094014,997
SPINADESCO,CR,019100,019100,996
SANT'EUFEMIA A MAIELLA,PE,068037,068037,995
CASTRIGNANO DEL CAPO,LE,075019,075019,993
ROVETTA,BG,016187,016187,993
CEFALÀ DIANA,PA,082026,082026,990
MARZANO DI NOLA,AV,064047,064047,989
ARLENA DI CASTRO,VT,056002,056002,987
COSSANO BELBO,CN,004074,004074,986
ALDINO,BZ,021001,021001,986
CAVENAGO DI BRIANZA,MB,108017,108017,985
TICINETO,AL,006173,006173,984
VIGONE,TO,001299,001299,984
LOMBARDORE,TO,001135,001135,981
BREMBIO,LO,098006,098006,981
MOGLIANO VENETO,TV,026043,026043,980
OFFAGNA,AN,042033,042033,980
CASTELGUGLIELMO,RO,029011,029011,979
CASTROREGIO,CS,078032,078032,979
RASUN-ANTERSELVA,BZ,021071,021071,977
CALCIANO,MT,077004,077004,974
COCULLO,AQ,066037,066037,974
OSSIMO,BS,017128,017128,973
BELLINZAGO LOMBARDO,MI,015016,015016,966
CORNEDO ALL'ISARCO,BZ,021023,021023,963
VALLIO TERME,BS,017193,017193,960
SESTRIERE,TO,001263,001263,959
VINADIO,CN,004248,004248,958
CASIRATE D'ADDA,BG,016059,016059,957
PETTENASCO,NO,003116,003116,956
SILIGO,SS,090068,090068,953
CIVITELLA SAN PAOLO,RM,058033,058033,953
SALICETO,CN,004201,004201,953
AGRATE CONTURBIA,NO,003001,003001,951
JONADI,VV,102017,102017,948
PAOLISI,BN,062048,062048,948
BROGNATURO,VV,102004,102004,947
BARGHE,BS,017012,017012,945
SAN PAOLO ALBANESE,PZ,076020,076020,945
MEZZANA,TN,022114,022114,945
CHIENES,BZ,021021,021021,944
VILLA FARALDI,IM,008067,008067,943
CARESANABLOT,VC,002031,002031,941
PANETTIERI,CS,078090,078090,941
FIUMARA,RC,080034,080034,938
SASSETTA,LI,049019,049019,937
SAMO,RC,080070,080070,934
TRONTANO,VB,103068,103068,934
MAGGIORA,NO,003088,003088,929
CASALGRASSO,CN,004045,004045,929
TERMENO SULLA STRADA DEL VINO,BZ,021098,021098,928
MONTEFINO,TE,067027,067027,924
TREMEZZINA,CO,013252,013252,923
FIGINO SERENZA,CO,013101,013101,923
MONGUELFO-TESIDO,BZ,021052,021052,922
SIZZANO,NO,003139,003139,922
BORGO PACE,PU,041006,041006,921
PORTULA,BI,096048,096048,919
OTTOBIANO,PV,018106,018106,915
GAIS,BZ,021034,021034,914
FALZES,BZ,021030,021030,914
TARANTASCA,CN,004225,004225,912
PERINALDO,IM,008040,008040,911
NETRO,BI,096039,096039,910
QUAREGNA CERRETO,BI,096087,096087,910
ROLETTO,TO,001222,001222,909
RABBI,TN,022150,022150,908
TALANA,NU,091088,091088,908
VALLEBONA,IM,008062,008062,906
PALMOLI,CH,069061,069061,906
ARCINAZZO ROMANO,RM,058008,058008,905
SEGONZANO,TN,022172,022172,902
CASTELBALDO,PD,028029,028029,901
SAN BELLINO,RO,029043,029043,900
CAZZANO DI TRAMIGNA,VR,023024,023024,900
SAN GREGORIO D'IPPONA,VV,102034,102034,899
NICOTERA,VV,102025,102025,898
TORANO NUOVO,TE,067042,067042,896
MANGO,CN,004115,004115,895
GALLODORO,ME,083031,083031,895
CASELLE IN PITTARI,SA,065029,065029,894
CARTOSIO,AL,006036,006036,893
TURRIVALIGNANI,PE,068044,068044,892
TAVIGLIANO,BI,096066,096066,892
PONTECHIANALE,CN,004172,004172,891
VAGLI SOTTO,LU,046031,046031,890
PELLA,NO,003115,003115,890
GUILMI,CH,069044,069044,888
ROTA D'IMAGNA,BG,016186,016186,888
CRISSOLO,CN,004077,004077,887
OULX,TO,001175,001175,886
VALDENGO,BI,096071,096071,885
TIROLO,BZ,021101,021101,884
PIETRAPAOLA,CS,078099,078099,883
VOGOGNA,VB,103077,103077,883
CAMINO,AL,006027,006027,883
ORTUCCHIO,AQ,066064,066064,882
CARPINETO SINELLO,CH,069011,069011,881
SANTO STEFANO LODIGIANO,LO,098051,098051,879
AGUGLIARO,VI,024001,024001,878
MOROZZO,CN,004144,004144,876
STELLANELLO,SV,009059,009059,876
VALMACCA,AL,006178,006178,875
MOSCHIANO,AV,064064,064064,874
SAUZE D'OULX,TO,001259,001259,871
COMIZIANO,NA,063029,063029,870
SAN PIETRO MUSSOLINO,VI,024094,024094,870
FURCI,CH,069038,069038,866
BANNIO ANZINO,VB,103007,103007,864
SCALEA,CS,078138,078138,862
ROCCA CANTERANO,RM,058084,058084,860
BRUNATE,CO,013032,013032,860
MELLE,CN,004122,004122,859
GARBAGNATE MONASTERO,LC,097037,097037,858
VALEGGIO SUL MINCIO,VR,023089,023089,858
VILLA LAGARINA,TN,022222,022222,857
PRATO SESIA,NO,003122,003122,857
PIACENZA D'ADIGE,PD,028062,028062,853
MASLIANICO,CO,013144,013144,853
VALLE DI CASIES,BZ,021109,021109,851
TUFILLO,CH,069097,069097,850
SAN PIETRO IN AMANTEA,CS,078126,078126,847
GAMBERALE,CH,069039,069039,847
VAPRIO D'AGOGNA,NO,003153,003153,843
BERZO DEMO,BS,017016,017016,842
FLAIBANO,UD,030039,030039,841
DONATO,BI,096024,096024,840
TOCCO DA CASAURIA,PE,068042,068042,839
BIANDRATE,NO,003018,003018,836
PONTEDASSIO,IM,008045,008045,835
TORRITA DI SIENA,SI,052035,052035,833
TOCCO CAUDIO,BN,062075,062075,832
LONGOBARDI,CS,078067,078067,832
CALVERA,PZ,076016,076016,831
PRESEGLIE,BS,017153,017153,826
GERA LARIO,CO,013107,013107,825
GORNATE OLONA,VA,012080,012080,825
MALEGNO,BS,017100,017100,824
CASTELVETERE IN VAL FORTORE,BN,062020,062020,823
SALZANO,VE,027032,027032,821
COLLALTO SABINO,RI,057018,057018,820
LAURIANO,TO,001129,001129,819
CHIUSAVECCHIA,IM,008020,008020,818
BALDISSERO TORINESE,TO,001018,001018,818
MALAGNINO,CR,019056,019056,817
MONESIGLIO,CN,004131,004131,817
MORGONGIORI,OR,095030,095030,816
TAVENNA,CB,070077,070077,816
CASTELNUOVO DI CONZA,SA,065033,065033,814
SIRTORI,LC,097076,097076,813
MONTEVERDE,AV,064060,064060,811
PREMIA,VB,103056,103056,808
CERVERE,CN,004065,004065,808
MONTEBELLO DI BERTONA,PE,068023,068023,807
TESIMO,BZ,021099,021099,807
CARISIO,VC,002032,002032,805
MONASTERO DI VASCO,CN,004126,004126,805
VILLANOVA D'ARDENGHI,PV,018179,018179,801
CURNO,BG,016089,016089,801
TUFO,AV,064113,064113,795
MELE,GE,010033,010033,795
DRESANO,MI,015101,015101,793
GURRO,VB,103036,103036,791
DIVIGNANO,NO,003060,003060,791
ORTACESUS,SU,111051,111051,789
ARSITA,TE,067003,067003,788
RIALTO,SV,009053,009053,788
PARODI LIGURE,AL,006126,006126,784
CANTALUPO LIGURE,AL,006028,006028,784
CASTIGLIONE A CASAURIA,PE,068009,068009,780
CERCENASCO,TO,001071,001071,779
RANZANICO,BG,016179,016179,779
MONTIANO,FC,040028,040028,779
ORTEZZANO,FM,109029,109029,777
SERRAPETRONA,MC,043051,043051,777
GUARDA VENETA,RO,029028,029028,776
SAN MARZANO OLIVETO,AT,005100,005100,775
VERRUA PO,PV,018175,018175,774
LISCATE,MI,015122,015122,774
PONTE NIZZA,PV,018117,018117,772
VILLANOVAFORRU,SU,111100,111100,770
SENERCHIA,AV,064098,064098,769
SAN GIOVANNI LIPIONI,CH,069080,069080,769
CANNALONGA,SA,065024,065024,768
SIDDI,SU,111083,111083,767
MARMENTINO,BS,017105,017105,767
TETI,NU,091090,091090,765
VELTURNO,BZ,021116,021116,765
STELVIO,BZ,021095,021095,764
CASPOGGIO,SO,014013,014013,762
ARPAISE,BN,062006,062006,761
CORTE BRUGNATELLA,PC,033017,033017,760
CAMPODIMELE,LT,059003,059003,759
CASALINO,NO,003040,003040,758
CARREGA LIGURE,AL,006034,006034,757
SUTRI,VT,056049,056049,756
REDAVALLE,PV,018120,018120,756
VERRUA SAVOIA,TO,001294,001294,753
BOGOGNO,NO,003021,003021,753
VESIME,AT,005113,005113,752
SOZZAGO,NO,003141,003141,751
CICALA,CZ,079030,079030,751
GARZENO,CO,013106,013106,749
BOSISIO PARINI,LC,097009,097009,746
CIORLANO,CE,061030,061030,745
CASTELPOTO,BN,062018,062018,743
ALFIANO NATTA,AL,006004,006004,743
SANT'ALESSIO CON VIALONE,PV,018141,018141,740
CASTELBELLO-CIARDES,BZ,021018,021018,739
LAGANADI,RC,080041,080041,739
FRATTE ROSA,PU,041016,041016,738
PIEVE SAN GIACOMO,CR,019075,019075,736
PETRALIA SOPRANA,PA,082055,082055,735
MONTAGNA SULLA STRADA DEL VINO,BZ,021053,021053,735
SAN MARTINO IN BADIA,BZ,021082,021082,732
SLUDERNO,BZ,021094,021094,731
PIOZZANO,PC,033034,033034,730
CASTANA,PV,018036,018036,729
GRANDATE,CO,013110,013110,729
PRESEZZO,BG,016176,016176,729
CASARANO,LE,075016,075016,728
CASSINA RIZZARDI,CO,013055,013055,728
MONTEGROSSO PIAN LATTE,IM,008037,008037,727
BARATILI SAN PIETRO,OR,095011,095011,727
CREMOSANO,CR,019037,019037,726
SAN PROCOPIO,RC,080076,080076,726
GRAVERE,TO,001117,001117,726
MONNO,BS,017110,017110,725
CONDRÒ,ME,083018,083018,725
CORNO GIOVINE,LO,098022,098022,724
ROCCACASALE,AQ,066079,066079,724
DOGLIOLA,CH,069029,069029,722
TRAVAGLIATO,BS,017188,017188,719
MOTTALCIATA,BI,096037,096037,715
INCUDINE,BS,017083,017083,714
GAMALERO,AL,006078,006078,710
COMABBIO,VA,012054,012054,709
PIANELLO DEL LARIO,CO,013183,013183,709
MURIALDO,SV,009040,009040,709
GAGLIANO ATERNO,AQ,066045,066045,709
CICOGNOLO,CR,019030,019030,707
SANT'AMBROGIO SUL GARIGLIANO,FR,060065,060065,707
BARDINETO,SV,009009,009009,700
MELTINA,BZ,021050,021050,695
FUNES,BZ,021033,021033,691
CASTANO PRIMO,MI,015062,015062,690
TERZO,AL,006172,006172,689
ANCARANO,TE,067002,067002,688
RHÊMES-NOTRE-DAME,AO,007055,007055,688
RICALDONE,AL,006143,006143,687
ALAGNA VALSESIA,VC,002002,002002,687
BARRALI,SU,111004,111004,686
COMERIO,VA,012055,012055,686
TRODENA NEL PARCO NATURALE,BZ,021102,021102,683
SALIZZOLE,VR,023068,023068,681
LANZADA,SO,014036,014036,680
MEZZANINO,PV,018092,018092,680
ONCINO,CN,004154,004154,680
LISCIANO NICCONE,PG,054025,054025,678
MONTECHIARUGOLO,PR,034023,034023,678
QUART,AO,007054,007054,678
MARTIS,SS,090039,090039,678
GEROLA ALTA,SO,014031,014031,677
SOLETO,LE,075076,075076,677
ORCO FEGLINO,SV,009044,009044,676
CASTAGNITO,CN,004046,004046,675
POMARETTO,TO,001198,001198,675
TONCO,AT,005109,005109,675
PROVAGLIO VAL SABBIA,BS,017157,017157,673
PROCENO,VT,056044,056044,671
MACELLO,TO,001142,001142,671
NALLES,BZ,021055,021055,670
MARLENGO,BZ,021048,021048,668
BULZI,SS,090019,090019,663
SAN RUFO,SA,065126,065126,662
CELLIO CON BREIA,VC,002171,002171,661
OLIVETTA SAN MICHELE,IM,008038,008038,660
PISCINAS,SU,111056,111056,658
SEFRO,MC,043050,043050,656
ZUCCARELLO,SV,009069,009069,655
TREVISO BRESCIANO,BS,017191,017191,651
CAMBURZANO,BI,096010,096010,648
TAVERNOLA BERGAMASCA,BG,016211,016211,647
TERENTO,BZ,021096,021096,647
CASTO,BS,017044,017044,644
PIETRA MARAZZI,AL,006129,006129,641
GENIVOLTA,CR,019047,019047,640
SARDIGLIANO,AL,006157,006157,638
VILLATA,VC,002164,002164,637
ANFO,BS,017005,017005,636
MENCONICO,PV,018089,018089,635
GIULIANO TEATINO,CH,069042,069042,635
BORGO A MOZZANO,LU,046004,046004,634
RONCOBELLO,BG,016184,016184,633
LOSINE,BS,017094,017094,632
MONTE VIDON CORRADO,FM,109026,109026,632
VALLE SAN NICOLAO,BI,096074,096074,629
VILLABASSA,BZ,021113,021113,628
MONTE MARENZO,LC,097052,097052,628
TORGIANO,PG,054053,054053,623
SAN PIO DELLE CAMERE,AQ,066088,066088,619
SAN GIORIO DI SUSA,TO,001245,001245,617
MARIANA MANTOVANA,MN,020032,020032,616
RESIA,UD,030092,030092,615
CORVARA IN BADIA,BZ,021026,021026,615
SULBIATE,MB,108042,108042,614
ANGRI,SA,065007,065007,614
CORRIDO,CO,013077,013077,614
ALICE BEL COLLE,AL,006005,006005,611
SCIOLZE,TO,001262,001262,610
COMIGNAGO,NO,003052,003052,610
PERCA,BZ,021063,021063,609
MONTEMEZZO,CO,013155,013155,608
RANZO,IM,008048,008048,607
CASTEL DI TORA,RI,057013,057013,606
VISONE,AL,006187,006187,605
VILLANDRO,BZ,021114,021114,604
OLTRONA DI SAN MAMETTE,CO,013169,013169,600
SANT'ANDREA FRIUS,SU,111069,111069,595
LAVENONE,BS,017087,017087,594
BOLOGNOLA,MC,043005,043005,594
COLLE DI TORA,RI,057019,057019,593
DEGO,SV,009027,009027,589
CRESPIATICA,LO,098025,098025,586
BOSSOLASCO,CN,004027,004027,580
TORRE MONDOVÌ,CN,004227,004227,579
SALA BIELLESE,BI,096057,096057,578
PIEVE D'OLMI,CR,019074,019074,576
FAGAGNA,UD,030037,030037,574
SAN NICOLÒ DI COMELICO,BL,025046,025046,573
