comune,provincia,CODISTAT,CODICE_ISTAT,civici_georeferenziati
ALLUMIERE,RM,058004,058004,1
PIUBEGA,MN,020041,020041,1
CALCINATE,BG,016043,016043,1
ORICOLA,AQ,066062,066062,1
MENDICINO,CS,078079,078079,1
LORO CIUFFENNA,AR,051020,051020,1
LISCIA,CH,069049,069049,1
POGNANO,BG,016167,016167,1
MENDATICA,IM,008034,008034,1
LUOGOSANO,AV,064045,064045,1
MOTTEGGIANA,MN,020037,020037,1
CAPPADOCIA,AQ,066023,066023,1
FIUMICINO,RM,058120,058120,1
TAORMINA,ME,083097,083097,1
COMIGNAGO,NO,003052,003052,1
CHIUSI DELLA VERNA,AR,051015,051015,1
RANDAZZO,CT,087038,087038,1
MONTEMALE DI CUNEO,CN,004138,004138,1
ROCCA DI CAMBIO,AQ,066081,066081,1
SAVIORE DELL'ADAMELLO,BS,017175,017175,1
INCISA SCAPACCINO,AT,005058,005058,1
MAZZO DI VALTELLINA,SO,014040,014040,1
CARTURA,PD,028026,028026,1
RUBANO,PD,028072,028072,1
LAPPANO,CS,078065,078065,1
GRAGLIA,BI,096028,096028,1
COLLEGNO,TO,001090,001090,1
CONEGLIANO,TV,026021,026021,1
BAGNOLO CREMASCO,CR,019005,019005,1
CAPACCIO PAESTUM,SA,065025,065025,1
ROCCAPIEMONTE,SA,065108,065108,1
VINZAGLIO,NO,003164,003164,1
VERDERIO,LC,097091,097091,1
CASTELSILANO,KR,101005,101005,1
CIVITAQUANA,PE,068013,068013,1
LUCO DEI MARSI,AQ,066051,066051,1
REFRONTOLO,TV,026065,026065,1
MANGONE,CS,078075,078075,1
CUREGGIO,NO,003058,003058,1
CERCHIO,AQ,066033,066033,1
PETRIANO,PU,041045,041045,1
CARAGLIO,CN,004040,004040,1
MUGGIA,TS,032003,032003,1
FAENZA,RA,039010,039010,1
SAN GIOVANNI LIPIONI,CH,069080,069080,1
SECINARO,AQ,066097,066097,1
CAMPO DI GIOVE,AQ,066015,066015,1
BALOCCO,VC,002009,002009,1
GAVIGNANO,RM,058041,058041,1
RICCIONE,RN,099013,099013,1
CORRIDONIA,MC,043015,043015,1
FERRIERE,PC,033020,033020,1
VILLAMARZANA,RO,029049,029049,1
QUINGENTOLE,MN,020046,020046,1
MIGLIANICO,CH,069050,069050,1
ROBASSOMERO,TO,001220,001220,1
ANGROGNA,TO,001011,001011,1
QUATTRO CASTELLA,RE,035030,035030,1
TERNI,TR,055032,055032,1
MAGLIANO ALFIERI,CN,004113,004113,1
PERETO,AQ,066067,066067,1
GATTINARA,VC,002061,002061,1
ARCHI,CH,069002,069002,1
PISANO,NO,003119,003119,1
TRAREGO VIGGIONA,VB,103066,103066,1
TORRICELLA IN SABINA,RI,057069,057069,1
SCANNO,AQ,066093,066093,1
GIOIA TAURO,RC,080038,080038,1
BISENTI,TE,067007,067007,1
VEROLAVECCHIA,BS,017196,017196,1
MALO,VI,024055,024055,1
VESCOVANA,PD,028097,028097,1
SAN PIETRO AL NATISONE,UD,030103,030103,1
CAGNANO AMITERNO,AQ,066013,066013,1
BUGUGGIATE,VA,012025,012025,1
AGRATE CONTURBIA,NO,003001,003001,1
PAVAROLO,TO,001180,001180,1
SORBOLO MEZZANI,PR,034051,034051,1
FOSSA,AQ,066044,066044,1
DALMINE,BG,016091,016091,1
VELO VERONESE,VR,023090,023090,1
MONTEFERRANTE,CH,069052,069052,1
SAN CLEMENTE,RN,099016,099016,1
TARSIA,CS,078145,078145,1
VILLACHIARA,BS,017200,017200,1
CARNAGO,VA,012033,012033,1
CORTEMAGGIORE,PC,033018,033018,1
VIGEVANO,PV,018177,018177,1
NUMANA,AN,042032,042032,1
VILLANTERIO,PV,018180,018180,1
ZOLA PREDOSA,BO,037060,037060,1
