CODICE_COMUNE,num_strade,num_civici,num_civici_con_coord,CODICE_ISTAT
B429,776,20015,222,085004
B430,287,4574,0,082015
B431,107,1032,0,003030
B432,31,513,0,029008
B433,62,1594,0,024019
B434,162,3170,26,016046
B435,142,2497,0,001047
B436,105,1687,0,017033
B437,68,736,0,065020
B439,46,1027,371,019009
B440,165,1154,0,076015
B441,32,957,0,024020
B442,57,1264,0,016047
B443,87,831,0,076016
B444,49,1173,0,062012
B445,159,4785,0,061010
B446,104,2899,0,055008
B447,36,188,0,018025
B448,28,427,2,015042
B450,156,2941,0,017034
B452,121,3120,0,063012
B453,37,895,0,006026
B455,932,29685,288,046005
B457,32,472,0,096009
B460,152,2603,0,084008
B461,85,2411,0,015044
B462,129,1739,1065,001048
B463,49,821,0,103015
B465,21,648,0,096010
B466,74,1073,0,094047
B467,62,504,0,004035
B468,115,2958,0,042006
B469,30,509,0,005016
B470,43,1163,0,042007
B471,34,534,0,016048
B472,64,2361,0,058014
B473,270,3348,326,003032
B474,335,6433,0,043007
B476,281,5858,0,065021
B477,44,949,0,061011
B481,62,1095,0,080017
B482,50,885,0,006027
B483,53,1078,0,030015
B484,48,544,0,019010
B485,191,7025,0,024021
B486,277,6176,0,084009
B490,95,3417,0,010007
B491,38,404,0,007016
B492,397,10696,3412,065022
B493,112,2975,0,027002
B494,96,1651,0,061023
B496,269,6440,0,058015
B497,110,1798,0,053002
B498,23,313,0,019011
B499,136,2210,0,035009
B500,163,3545,0,078023
B501,32,632,0,108014
B502,109,2043,0,035010
B504,74,1939,0,054005
B505,104,510,0,002025
B506,339,13427,0,075011
B507,349,15456,7854,048006
B509,286,13056,0,049002
B510,38,41,0,001288
B511,41,1242,0,024022
B512,40,750,0,001049
B513,45,425,0,013040
B514,35,860,0,022036
B515,496,7348,7294,067008
B516,220,2719,2651,080018
B519,322,12863,0,070006
B520,404,6731,0,084010
B521,605,16734,0,081004
B522,133,1094,0,070007
B524,131,6065,6,028017
B525,84,642,0,022037
B526,65,1427,1,066015
B527,95,936,196,059003
B528,83,2207,0,070008
B529,33,1040,0,021016
B530,77,1852,0,014012
B531,38,1210,872,028018
B533,69,1245,0,082016
B534,54,1403,0,109004
B535,84,1825,0,082018
B536,162,4849,0,030016
B537,148,4392,0,085005
B538,92,2529,0,010008
B539,167,6906,0,036003
B540,69,1087,0,007018
B541,37,1009,11,062013
B542,57,1113,2,062014
B543,56,1866,0,060016
B544,120,856,0,070009
B546,133,4723,0,027003
B549,74,1347,0,076017
B550,203,4649,0,070010
B551,86,4131,0,010009
B553,269,4417,0,049003
B554,111,4774,0,027004
B555,26,579,0,065023
B556,182,3767,0,082019
B557,175,1666,0,046006
B559,116,2060,0,008011
B561,98,1674,0,087012
B562,22,436,0,043008
B563,135,4364,2,028019
B564,67,2618,7,028020
B565,142,2833,0,063013
B566,52,1570,0,036004
B567,72,744,0,018026
B569,112,467,24,066016
B570,68,1912,0,021017
B572,434,2458,0,037010
B573,178,3265,0,004037
B574,39,1188,16,025023
B576,153,2033,0,058016
B577,70,3069,0,022038
B578,50,1665,0,029009
B579,45,1884,0,022039
B580,81,2151,6,076018
B581,79,4823,54,061012
B582,30,556,0,029010
B584,169,3411,0,071009
B586,88,3163,0,096012
B587,77,1554,88,018027
B588,34,678,0,001050
B589,46,1152,0,028021
B590,42,1075,0,064016
B591,62,414,4,080019
B592,96,1746,1209,001051
B593,235,3113,14,015046
B594,134,5373,0,005017
B595,122,860,0,057047
B597,121,2877,0,056011
B598,125,3866,0,093009
B602,910,25543,0,084011
B603,86,6215,0,089005
B604,259,2517,0,056012
B605,8,450,1,001052
B606,69,546,3,066017
B607,67,1104,0,078024
B608,45,844,0,065024
B609,112,2242,0,054006
B610,70,975,0,103016
B612,108,3285,319,020008
B613,32,1242,3,018029
B615,256,4053,1799,103017
B616,93,2539,0,075012
B617,155,2196,0,080020
B618,42,1115,0,016049
B619,663,18278,0,110004
B620,46,1140,3,069010
B621,18,216,0,004038
B624,34,1023,3,066018
B626,161,3721,0,100001
B627,35,1738,0,057009
B628,47,1461,0,001053
B629,44,788,129,006028
B630,76,1963,0,094005
B631,94,939,0,057010
B632,78,693,0,058053
B633,27,433,433,005018
B634,106,1087,0,012030
B635,55,1599,0,058017
B636,100,2751,0,041008
B637,57,830,0,001054
B639,426,7391,68,013041
B640,69,1198,0,067009
B641,94,3003,0,013042
B642,388,7895,19,027005
B643,177,2422,0,033010
B644,342,13483,1,065025
B645,203,4286,0,082020
B646,177,3789,0,053003
B647,187,4690,0,050005
B648,355,23526,59,046007
B649,203,3976,0,058018
B650,45,782,25,019012
B651,59,1039,0,066019
B653,91,1333,0,013043
B655,82,1621,0,102005
B656,165,4855,11,066020
B658,66,1528,0,066021
B660,210,3960,0,083008
B661,24,539,0,016050
B662,87,4478,42,025040
B663,128,2043,0,056013
B664,138,1267,1267,017035
B666,147,10326,0,083009
B667,179,4528,0,061013
B669,173,2303,57,049004
B670,265,3498,0,051006
B671,65,1074,0,108052
B672,53,396,73,066022
B674,165,3370,2419,064017
B675,573,14477,0,092011
B676,81,370,0,017036
B677,135,3418,1,066023
B678,72,2478,0,026007
B679,25,446,446,019013
B680,20,279,0,019014
B681,32,1425,0,068006
B682,65,1078,0,094006
B684,134,3475,0,048008
B685,30,755,22,049005
B686,46,880,0,019015
B687,64,1155,0,058019
B688,308,3051,0,056014
B689,84,2130,1656,037036
B690,127,3028,0,075013
B691,199,1666,0,056015
B692,35,387,0,004039
B693,149,1512,0,051007
B694,38,299,0,103018
B695,101,1171,0,083010
B696,107,4262,0,063014
B697,29,667,0,022040
B698,94,2338,0,017037
B701,151,1473,0,006029
B703,197,2718,0,016051
B704,73,2067,0,061014
B705,95,1356,0,001055
B706,55,1002,0,064018
B707,21,206,0,005019
B708,13,212,0,096013
B709,366,4119,0,023018
B710,116,927,0,016052
B711,157,5192,457,017038
B712,47,854,0,031001
B715,248,3531,0,061015
B716,185,5729,0,072014
B717,134,1431,0,079017
B718,65,1011,0,080021
B719,147,2959,1,004040
B720,111,2265,7,004041
B722,118,1432,0,068007
B724,111,3045,0,071010
B725,25,174,7,066024
B726,79,2088,0,010010
B727,41,1253,0,044010
B729,300,5339,0,108015
B730,70,660,0,013044
B731,353,6951,0,016053
B732,61,889,98,012031
B733,53,736,0,001056
B734,20,388,0,008012
B735,100,2744,0,056016
B736,28,720,0,006030
B738,218,6075,6075,111105
B740,57,1665,0,063015
B741,35,646,0,018030
B742,81,1049,76,013045
B743,79,689,0,076019
B744,133,4285,0,026008
B745,633,14531,0,111009
B748,123,3611,0,009018
B752,55,228,0,002029
B754,207,3871,0,012032
B755,40,888,0,004042
B756,67,1235,1235,080022
B758,197,994,0,079018
B759,264,3903,0,063016
B760,89,629,0,046008
B762,135,610,0,001057
B763,75,1327,1327,097014
B765,15,251,0,006031
B766,218,2667,0,080023
B767,64,975,0,002030
B768,45,944,0,002031
B769,41,892,0,006032
B771,75,1857,0,101003
B772,36,411,0,090022
B774,332,6250,0,078025
B776,137,2263,0,064019
B777,183,3830,3,001058
B778,69,1133,0,013046
B779,131,2370,0,061016
B780,980,26290,0,082021
B781,232,3508,0,061017
B782,79,812,0,002032
B783,38,570,0,022042
B784,65,1377,0,071011
B785,102,1698,1669,013047
B787,600,9801,102,089006
B788,96,1434,0,030018
B789,230,5150,0,111010
B790,119,3145,0,079020
B791,516,8003,7,001059
B792,381,12739,0,075014
B794,238,8052,6003,100002
B795,99,3096,16,028023
B796,108,1709,1,012033
B798,82,1449,0,108016
B799,44,982,0,021023
B801,87,1715,33,016055
B802,171,1459,0,078026
B803,53,516,0,016056
B804,191,4698,0,083011
B805,319,3179,0,012034
B807,93,1526,0,012035
B808,132,4087,0,073002
B809,778,15552,1,074002
B810,44,1432,0,094007
B812,453,3506,0,033011
B813,83,942,0,078027
B816,86,1520,0,041009
B817,192,4486,0,017039
B818,136,1408,0,006033
B819,925,31501,3,036005
B820,77,821,0,015050
B822,214,7754,0,075015
B823,91,2162,0,003036
B824,85,2715,0,018060
B825,205,4417,0,035011
B826,34,881,0,069011
B827,30,631,40,068008
B828,133,3095,0,058020
B829,204,5678,0,071012
B830,106,2352,0,094008
B832,683,27057,27050,045003
B835,97,2031,1943,024024
B836,24,757,0,006034
B838,83,1045,0,011009
B839,95,752,0,011010
B840,44,340,0,006035
B841,102,2366,0,004043
B842,305,3235,412,066025
B844,80,2772,3,024025
B845,23,247,5,004044
B846,179,4787,0,041010
B847,86,893,0,006036
B848,48,2493,1,028026
B850,139,2079,0,015051
B851,77,2422,0,013048
B853,95,1441,3,069012
B854,61,1477,0,016057
B856,15,186,0,022043
B857,132,5758,0,101004
B858,262,2824,0,070011
B859,38,720,0,069013
B860,151,3889,0,061018
B861,44,1166,0,069014
B862,75,1560,0,060017
B864,46,381,0,003037
B865,246,3358,9,069015
B866,138,1511,0,064020
B867,85,1233,9,001060
B868,101,2216,0,065026
B869,117,2306,84,019016
B870,27,1050,0,006037
B871,58,1232,0,070012
B872,355,10888,0,061019
B873,54,1115,0,062015
B875,44,1271,0,012036
B876,148,2120,0,103019
B877,102,2419,0,028027
B878,40,1076,0,050006
B879,157,5385,0,026009
B880,232,5352,310,037011
B881,34,810,0,019017
B882,54,392,0,006038
B883,48,796,0,003039
B885,423,11052,5,006039
B886,117,3281,0,023019
B887,79,983,0,098008
B888,92,1717,0,065027
B889,38,929,0,019018
B890,19,221,1,019019
B891,52,824,101,019020
B892,75,1661,0,037012
B893,237,8822,0,035012
B894,61,918,0,004045
B895,206,5041,0,065028
B896,66,2324,0,069016
B897,103,758,758,003040
B898,266,7329,16,019021
B899,53,820,0,098009
B900,64,555,0,019022
B901,51,1919,0,020010
B902,68,569,0,006040
B903,505,8948,3949,078154
B904,194,2676,0,071013
B905,222,8122,0,063017
B906,58,945,0,076020
B907,78,2529,2,020011
B910,298,5606,0,098010
B911,48,1157,1130,020012
B912,87,2074,0,028028
B914,44,1283,0,019077
B915,471,11901,0,110010
B916,95,3246,0,061020
B917,93,2274,0,071014
B918,170,2041,8,083012
B919,167,3812,0,060018
B920,39,631,0,003041
B921,66,689,98,012037
B922,67,1871,0,063018
B923,381,8810,0,072015
B924,182,5367,0,063019
B925,139,1876,0,063020
B927,40,881,0,009019
B928,30,242,0,002033
B929,19,296,0,018031
B932,25,567,0,058021
B933,13,384,0,096014
B934,80,1502,2,057011
B935,109,2170,0,061021
B936,712,16584,727,075016
B937,120,1198,0,097015
B938,57,880,0,015055
B939,74,2541,0,010011
B940,134,4064,0,093010
B941,63,208,0,006041
B943,150,3543,0,097016
B945,29,487,0,018032
B946,102,3566,0,063021
B947,84,1487,0,016058
B948,143,3207,0,054007
B949,88,1122,0,012038
B950,432,20830,0,050008
B952,31,301,0,002035
B953,24,529,334,001061
B954,111,1103,0,018033
B955,40,1032,0,001062
B956,70,2435,0,010012
B958,50,739,290,098012
B959,109,1447,0,065029
B960,179,3380,0,001063
B961,34,1029,0,098011
B962,355,13704,0,048041
B963,834,22233,0,061022
B965,159,3919,0,026010
B966,54,904,0,080024
B967,233,2801,1,035013
B968,118,2037,1,101005
B969,309,2615,0,037015
B971,90,957,0,016059
B974,45,476,0,013052
B977,90,1070,0,013053
B978,79,2059,0,016060
B979,28,1389,0,045004
B980,32,1056,0,063022
B982,89,1926,0,039005
B984,421,2414,5,052004
B985,115,3219,3219,069017
B987,78,3051,3049,012039
B988,107,2513,2,018034
B989,140,2430,99,015058
B990,523,12417,0,063023
B991,41,866,0,005020
B993,35,762,0,014013
B994,83,1460,0,030019
B996,64,1623,0,097017
B997,93,1121,0,064021
B998,450,9476,0,072016
B999,31,326,0,012041
C002,642,4077,0,078029
C003,179,5296,98,015059
C004,254,9314,24,012040
C006,69,1688,0,089007
C007,11,115,0,016061
C013,105,2018,0,015170
C014,133,2159,0,015060
C020,67,1157,0,013055
C022,57,339,0,005021
C024,31,477,0,097018
C027,134,2532,0,006043
C030,128,1040,0,006044
C033,49,981,0,015061
C034,306,11282,183,060019
C037,187,5554,0,024026
C038,115,2164,0,018035
C040,34,424,0,067010
C041,59,1967,0,023020
C044,442,6986,0,049006
C045,50,811,0,001064
C046,45,730,727,004046
C047,112,1129,0,005023
C048,79,897,0,001065
C049,83,2352,0,005022
C050,50,729,0,018036
C051,66,2915,0,083014
C052,308,4285,690,015062
C053,123,5143,0,018037
C055,86,4293,7,017040
C056,60,2060,0,024027
C057,33,908,908,028029
C058,66,1819,0,064022
C059,86,1358,0,020013
C060,93,2996,0,042008
C062,47,747,0,021018
C063,30,1238,0,009020
C064,34,522,0,005024
C065,186,4862,0,039006
C066,89,707,0,070013
C067,298,6413,0,082022
C069,100,1906,0,065030
C070,70,1854,0,109038
C072,83,3275,5,017041
C073,56,1194,0,026011
C074,416,6900,2666,082023
C075,156,2443,0,037013
C076,152,2756,0,020014
C078,122,3086,0,023021
C079,168,4784,0,016062
C080,80,700,0,099021
C081,77,667,0,004047
C082,47,554,0,094009
C083,69,1254,6,066026
C085,335,2735,0,053004
C086,58,1150,0,037014
C089,26,402,0,019023
C090,50,1421,0,066027
C091,203,3737,0,087013
C093,125,2493,0,044011
C094,164,1974,132,083013
C096,154,2387,41,066028
C097,44,690,0,061024
C098,35,606,0,057013
C100,251,7500,475,042010
C101,241,7521,0,048010
C102,267,2130,0,051008
C104,164,2134,0,059004
C105,41,1830,85,064023
C106,100,1400,0,062016
C107,470,13928,0,036006
C108,210,3751,0,078031
C110,61,834,0,008015
C111,429,12615,181,026012
C113,248,8597,0,050009
C114,141,3428,1,069018
C115,28,305,0,019024
C116,138,2950,0,058022
C117,59,2346,0,055009
C118,375,7839,0,020015
C119,155,3777,3707,024028
C120,186,2647,0,076021
C121,85,2302,0,037016
C122,48,1103,5,029011
C123,60,1531,0,069019
C125,487,5431,0,065031
C126,75,1247,0,066029
C127,47,1872,0,005025
C128,260,6230,9,067011
C129,321,10956,0,063024
C130,470,14611,0,081005
C133,154,5016,0,001066
C134,422,13807,0,072017
C135,188,3982,2765,082024
C136,628,9448,299,073003
C137,18,107,0,006045
C139,203,3537,0,012042
C141,189,4638,0,035014
C142,14,207,0,006046
C143,39,659,0,008014
C145,447,3465,0,033012
C147,245,1976,0,053005
C148,230,4531,0,006047
C149,26,208,0,003042
C152,35,976,0,042011
C153,229,3736,0,019025
C154,20,212,0,005026
C155,34,395,0,096015
C156,56,178,0,006048
C157,61,601,0,018038
C158,115,1287,0,006049
C160,18,560,0,006050
C161,17,217,0,005027
C162,66,1185,0,006051
C165,66,517,0,004049
C166,166,5239,4826,003043
C167,19,435,0,004050
C169,56,484,0,067012
C172,357,2500,0,052005
C173,38,531,6,004051
C174,61,1752,0,050010
C175,86,910,0,070014
C176,50,420,119,004052
C177,55,2486,0,060020
C178,54,896,0,061025
C181,76,1486,8,012045
C183,41,197,180,022045
C184,45,1023,0,018039
C185,106,2361,0,037017
C186,67,614,0,014014
C187,56,788,0,097019
C188,117,3333,0,063025
C189,63,1352,0,022047
C190,81,2787,0,026013
C194,79,1576,0,022048
C195,118,2618,0,020016
C197,194,1435,0,070015
C198,89,2102,0,071015
C199,88,1721,0,076022
C200,29,322,0,094013
C201,100,1944,0,076023
C202,90,1773,15,071016
C203,191,2187,0,058023
C204,174,4290,0,037019
C205,29,277,0,004053
C206,39,528,0,013058
C207,84,2831,0,029012
C208,124,5626,17,017042
C209,102,2173,0,076024
C210,97,1541,0,083015
C211,119,3175,0,061026
C213,44,652,0,018040
C214,21,360,0,004054
C215,51,1671,0,029013
C216,20,464,0,022049
C217,62,1193,0,093011
C218,175,3549,0,035015
C219,200,5828,0,035016
C220,23,264,0,013059
C222,145,2173,0,071017
C223,67,553,0,060021
C224,88,942,0,057014
C225,253,6482,0,023022
C226,34,519,0,005029
C227,318,4952,0,052006
C228,69,1059,1058,098013
C229,71,684,0,006052
C230,36,651,0,005030
C231,59,1723,0,065032
C232,65,2121,0,005031
C235,86,955,0,065033
C236,269,3558,0,046009
C237,178,4001,0,058024
C240,86,4252,0,011011
C241,48,926,0,001067
C242,233,5296,5295,036007
C243,134,3278,0,006053
C244,422,1849,0,050011
C245,118,2173,0,062017
C246,59,2078,0,094010
C247,33,298,0,094011
C248,80,2365,0,042012
C250,90,743,0,062018
C251,185,5862,0,043009
C252,114,2777,1,054008
C253,17,333,0,005032
C254,85,2487,0,021019
C255,57,1100,0,016063
C259,178,6155,0,065034
C261,283,3605,0,033013
C262,85,2858,0,065035
C263,181,3529,0,051010
C265,214,8372,0,037020
C266,60,698,0,058025
C267,42,1720,0,043010
C268,118,1137,0,057015
C269,148,2362,35,056017
C270,91,826,0,094012
C271,122,1369,0,076025
C272,227,3651,0,090023
C273,54,655,0,012044
C274,17,369,0,006054
C275,363,7106,0,084012
C276,28,328,8,009021
C278,35,323,4,066030
C279,80,1437,0,066031
C280,101,1596,0,062019
C282,80,1309,0,007073
C283,93,2139,0,064024
C284,132,2178,0,062020
C285,485,3490,0,080025
C286,767,25749,0,081006
C287,142,6227,0,036008
C288,166,2397,2,033014
C289,155,2489,0,055010
C290,22,168,0,019027
C291,929,23555,0,061027
C292,163,3813,105,037021
C293,123,4689,9,017043
C294,138,2580,2,007020
C296,169,4018,0,037022
C297,248,5998,0,087014
C298,122,3365,1,069020
C300,127,1855,0,012046
C301,81,1988,0,078030
C302,91,1415,0,010013
C303,312,1622,306,046010
C304,96,2953,456,098014
C306,29,670,0,065036
C307,85,2604,0,001068
C308,71,780,0,068009
C309,312,10095,0,054009
C310,512,2423,27,053006
C311,70,1512,0,067018
C312,312,8667,0,020017
C313,390,3192,21,052007
C314,26,449,0,004055
C315,100,2020,0,056018
C316,120,2827,0,067013
C317,26,649,0,004056
C318,64,1054,0,051011
C319,182,9586,1,051012
C321,71,2051,0,044012
C322,89,856,0,067014
C323,30,552,0,004057
C324,195,3311,0,016064
C325,57,1032,152,014015
C327,96,2471,2,030020
C329,88,910,0,098015
C330,50,644,0,017044
C331,52,640,0,044013
C332,137,3941,0,017045
C334,76,2741,1103,075017
C335,131,4053,0,075018
C336,409,13372,993,075019
C337,28,337,0,016065
C338,120,2380,0,060023
C339,143,3726,0,040005
C340,114,3420,0,060022
C341,259,5194,0,084013
C342,698,13480,14,086009
C343,67,1435,0,012047
C344,309,3166,0,082025
C345,136,2773,0,076026
C346,78,1851,0,070016
C347,288,2944,0,083016
C348,66,979,0,078032
C349,730,14798,0,078033
C351,2617,92439,540,087015
C352,973,33143,0,079023
C353,145,6695,0,086006
C354,48,1444,0,068010
C356,386,8782,0,084014
C357,376,12030,0,099002
C359,56,1393,14,062021
C360,88,1883,0,018041
C361,363,11043,0,065037
C363,281,1607,0,096016
C364,34,229,46,003044
C365,34,727,0,003045
C369,42,1494,0,001069
C370,141,2619,0,023023
C372,189,2543,0,022050
C375,42,486,0,004058
C376,181,2056,0,004059
C377,246,6540,0,075020
C378,52,1094,0,003047
C380,26,627,0,022051
C381,26,344,0,013062
C382,80,4181,0,012048
C383,222,8694,0,027006
C384,64,2129,0,026014
C385,46,1188,0,093012
C387,17,379,0,006055
C388,619,18237,18237,027019
C389,44,777,0,030021
C390,156,4218,0,058026
C392,20,320,0,022052
C393,97,1634,0,022053
C394,71,626,3,098017
C395,82,1228,0,108017
C396,65,731,290,016066
C398,108,3105,0,036009
C400,15,182,0,022054
C404,114,1906,0,001070
C405,193,3232,0,035017
C406,99,2912,0,020018
C407,341,3940,0,051013
C408,176,5438,0,017046
C409,30,528,0,012049
C410,34,564,0,016067
C412,76,1319,0,023024
C413,196,8391,0,060024
C414,34,315,0,018042
C415,424,18104,0,049007
C417,83,762,0,017047
C418,22,178,0,014016
C420,82,990,0,082026
C421,559,3062,0,082027
C422,116,2102,0,027007
C424,614,18191,0,074003
C426,266,8950,0,066032
C428,94,1175,0,069021
C429,155,2246,0,071018
C430,69,1624,0,078034
C432,34,352,0,006056
C435,41,626,0,019028
C436,96,2534,0,072018
C437,31,492,0,078035
C438,32,539,0,005033
C439,66,1986,14,017048
C440,29,267,0,005034
C441,31,329,0,004060
C442,65,396,0,071019
C443,137,3231,0,009022
C444,72,1431,0,065038
C446,51,834,0,056019
C447,68,1051,0,056020
C448,281,7332,0,074004
C449,93,2084,2,067015
C453,54,1212,0,079024
C456,61,838,0,016068
C457,66,1289,0,016069
C458,45,883,0,025010
C459,66,1505,0,016070
C461,43,916,0,029014
C463,85,1544,0,009023
C466,99,2791,5,004061
C469,459,12796,1792,038004
C470,129,4236,0,065039
C471,405,3688,0,086007
C472,58,844,0,079025
C474,141,3952,0,068011
C476,112,2948,0,062022
C478,24,958,0,103021
C479,124,2033,0,060025
C480,342,3369,0,086008
C481,116,1836,0,010014
C482,46,603,0,013063
C483,151,3370,1,003049
C484,48,1166,0,018043
C485,106,1776,0,065040
C486,98,3559,0,070017
C487,80,826,0,001071
C488,106,629,0,070018
C489,143,2640,0,078036
C492,133,1059,1,066033
C493,53,825,0,014017
C494,24,1000,0,030022
C495,102,3411,0,063026
C496,134,4124,0,082028
C497,70,1544,0,001072
C498,358,10648,453,023025
C500,75,2173,0,029015
C501,76,1212,0,101006
C502,67,1985,106,020019
C503,76,388,0,006057
C504,83,797,0,004062
C505,55,370,0,001073
C506,47,1139,0,016071
C507,35,289,0,006058
C508,11,139,0,018044
C509,16,555,0,018045
C510,193,3037,0,009024
C511,84,2662,2661,008016
C512,87,1639,0,108018
C513,16,385,0,033015
C514,824,21128,6,071020
C515,80,2492,0,078037
C516,150,2919,5,013064
C517,50,1235,19,067016
C518,65,810,0,058027
C520,130,2049,8,013065
C521,72,782,0,097020
C523,342,8388,163,015070
C524,112,1780,0,042013
C525,161,5023,0,062023
C527,135,1462,0,054010
C528,25,208,0,005035
C529,166,5628,0,048011
C530,42,333,0,004063
C531,73,999,0,006059
C532,85,1187,3,096018
C533,20,504,0,005036
C534,119,1754,997,094014
C536,107,1564,0,015071
C537,264,5530,0,015072
C538,107,1299,0,023026
C539,83,1142,0,076027
C540,463,12046,0,048012
C541,95,1561,0,018046
C542,49,1844,0,079027
C543,82,1000,0,058028
C544,70,2964,0,028030
C545,173,4742,35,060026
C547,94,2054,0,004064
C548,68,3,0,002041
C549,57,482,0,017049
C550,46,839,0,004065
C551,33,1058,0,018047
C552,525,18821,0,058029
C553,696,17069,0,039007
C554,68,1538,175,078038
C555,52,1728,0,098018
C556,188,4196,0,030023
C557,310,5374,0,064025
C558,128,2721,0,061028
C559,74,1589,0,008017
C560,78,1049,0,078039
C561,111,3197,0,061029
C563,48,723,0,097021
C564,58,1184,0,001074
C565,123,2950,0,015074
C566,484,12607,209,108019
C567,84,521,0,103022
C568,216,3764,0,083017
C569,132,2332,4,015076
C573,1891,37634,37634,040007
C574,333,13384,0,040008
C576,50,1929,0,064026
C577,155,2384,4,025011
C578,52,736,0,008018
C580,71,1574,0,026015
C581,270,1968,0,102006
C582,37,504,0,043011
C583,67,453,0,005037
C584,66,1089,0,065041
C585,69,1367,0,017050
C587,139,4566,0,052008
C588,333,2978,0,078040
C589,128,2780,0,004066
C591,118,853,0,017051
C593,53,1699,734,007013
C594,56,798,0,007014
C595,66,833,0,007015
C596,80,939,5,007017
C598,42,1325,0,007019
C599,131,3352,0,004067
C600,38,491,0,090024
C604,32,791,0,001075
C605,258,8553,0,024029
C606,57,802,0,064027
C608,141,4334,0,052009
C609,167,1860,0,050012
C610,51,1281,0,001076
C612,277,9802,0,088002
C613,212,1714,0,090025
C614,57,1516,0,026016
C615,163,6028,15,042014
C616,134,6674,0,079029
C618,279,8855,4,017052
C619,105,927,0,076028
C620,43,1159,0,094015
C621,211,10181,0,010015
C623,160,3658,0,014018
C624,87,1043,8,001077
C625,38,985,0,021021
C627,402,6774,1,001078
C628,100,1151,0,014019
C629,10,220,0,001079
C630,95,1218,0,025012
C631,63,1983,0,047022
C632,578,18862,5173,069022
C633,122,1760,0,071021
C634,52,1199,0,019029
C635,45,777,0,016072
C637,99,3803,0,018048
C638,306,18762,9834,027008
C639,122,1122,0,001080
C640,133,2687,0,093013
C641,22,376,0,030024
C648,75,842,0,051014
C649,106,1973,0,016073
C650,56,1479,0,024030
C651,109,2377,6,014020
C652,60,1444,0,021022
C653,80,2837,0,004068
C654,239,4682,0,082029
C655,41,749,0,001081
C656,66,926,0,030025
C657,64,1210,0,008019
C658,19,281,0,005038
C659,40,1215,0,064028
C660,36,828,0,008020
C661,266,2463,0,052010
C662,450,3413,0,052011
C663,211,2255,1,051015
C665,225,9126,0,001082
C668,205,5180,0,084015
C669,105,3351,0,035018
C670,78,3141,0,026025
C672,3,459,0,025013
C673,75,1809,0,010016
C674,48,873,0,079030
C675,165,3997,0,063027
C676,145,1550,0,065042
C677,60,1305,0,058030
C678,34,704,96,019030
C679,17,227,0,001083
C680,123,3306,0,002042
C681,31,176,0,004069
C684,62,1070,0,018049
C685,69,892,0,017053
C686,100,2801,0,018050
C689,83,1857,0,026017
C691,35,581,16,017054
C695,116,1844,0,080026
C696,187,3777,0,082030
C697,95,2980,0,063028
C698,130,917,21,017183
C699,41,451,0,093014
C700,21,390,0,022058
C701,19,327,0,005039
C702,67,1056,0,058031
C703,36,628,0,019031
C704,211,6133,0,043012
C705,541,2531,0,053007
C707,451,13673,0,015077
C708,188,8255,65,082031
C709,33,288,0,014021
C710,268,5560,4000,080027
C711,12,217,0,001084
C712,36,374,0,022059
C713,43,1320,0,028031
C714,62,1580,0,027009
C715,28,235,0,001085
C716,62,913,0,061030
C717,228,4937,0,078132
C718,88,1891,0,008021
C719,100,1970,0,062024
C722,206,5612,0,001086
C723,80,1172,0,077005
C724,32,485,0,013068
C725,244,2856,0,101007
C726,564,1847,0,101008
C727,9,353,0,022060
C728,124,2431,0,016074
C729,61,1154,0,009025
C730,106,1583,0,016075
C732,145,2954,0,012050
C733,83,1329,0,015078
C735,152,1879,90,026018
C738,45,130,0,004070
C739,45,877,27,005040
C740,551,10395,0,059005
C741,243,10221,1327,074005
C742,186,2673,0,054011
C743,330,8140,0,028032
C744,375,2697,0,054012
C745,1966,22602,0,054013
C746,154,3214,0,057016
C747,411,11429,0,080028
C749,53,867,0,057017
C750,255,4746,5,068012
C751,80,2275,0,012051
C752,77,1039,0,097022
C755,60,543,0,008022
C756,104,1691,0,022061
C757,36,375,0,002043
C758,322,10482,4,030026
C759,125,2022,0,016076
C760,68,1019,1004,017055
C763,70,1787,0,078041
C764,73,1177,0,070019
C765,293,4923,0,056021
C766,143,899,11,066034
C767,221,5922,0,058050
C768,114,670,0,069023
C769,103,920,0,094016
C770,498,20186,0,043013
C771,31,1038,1,068013
C772,77,874,0,070022
C773,569,12104,0,058032
C774,251,7113,4822,051016
C776,48,1391,0,069024
C777,712,2463,0,040009
C778,39,914,202,066035
C779,104,2589,0,068014
C780,190,1621,0,056022
C781,159,2967,0,067017
C782,462,2664,0,053008
C783,125,1192,206,066036
C784,72,953,0,058033
C785,58,1900,0,014022
C787,51,568,0,013071
C789,49,446,0,016221
C790,36,1304,2,093015
C791,27,1502,0,093016
C792,52,835,0,004071
C793,19,235,0,001087
C794,103,3353,0,022062
C795,68,1037,0,078042
C796,45,605,4,012052
C800,198,3105,0,016077
C801,97,1116,0,001088
C803,134,1947,0,001089
C804,7,176,0,005041
C806,178,3423,0,017056
C807,91,1800,0,005042
C810,100,1923,0,012053
C811,50,974,974,066037
C812,108,2821,0,028033
C813,54,783,0,018051
C814,214,8943,0,038005
C815,108,2480,0,026019
C816,295,5753,1,098019
C817,352,11271,0,030027
C818,110,1306,0,090026
C819,49,2224,0,096019
C820,100,2002,0,108020
C821,134,1642,0,007021
C823,310,5881,7,010017
C824,101,2124,0,024032
C826,72,3452,0,010018
C829,43,471,0,003051
C835,45,794,0,016078
C836,69,945,0,060027
C838,110,1402,0,033016
