CODICE_COMUNE,num_strade,num_civici,num_civici_con_coord,CODICE_ISTAT
C839,153,4236,0,097023
C841,83,820,0,057018
C844,100,1876,0,066038
C845,140,3186,0,054014
C846,163,2500,0,062025
C847,487,8565,0,052012
C848,140,2356,0,026020
C850,78,2049,7,017057
C851,79,1172,0,097024
C852,260,3733,3341,034009
C853,121,2905,0,068015
C854,105,1357,0,070020
C855,33,443,0,069025
C856,57,1138,0,069026
C857,29,593,0,057019
C858,233,4618,0,058034
C859,34,669,0,057020
C860,292,9288,1,001090
C862,101,2896,2886,066039
C864,70,1220,0,060028
C865,193,3976,11,075021
C866,36,322,0,066040
C867,22,420,0,001091
C868,40,370,0,001092
C869,237,8174,0,049008
C870,52,925,0,060029
C871,216,3141,0,082032
C872,25,438,0,025014
C875,154,4694,0,070021
C876,58,950,0,057021
C877,62,1326,49,044014
C878,92,720,0,094017
C879,203,1572,0,065043
C880,34,554,0,057022
C882,84,1045,0,111012
C883,23,1308,0,017058
C884,12,96,0,002045
C885,77,1219,428,030028
C886,34,843,0,043014
C888,171,2173,0,077006
C890,134,6492,137,023027
C893,134,4521,0,017059
C894,220,4421,89,016079
C895,244,7632,0,015081
C897,136,3695,0,023028
C900,79,1239,0,058035
C901,53,1832,3,067019
C902,32,326,0,013074
C903,84,679,0,014023
C904,137,3017,0,034010
C905,38,1985,0,078043
C908,38,468,0,015082
C910,15,608,0,016080
C911,27,709,0,012054
C912,847,36785,0,038006
C914,40,1182,1182,045005
C917,60,564,0,098020
C918,19,856,0,030029
C919,58,2072,0,025050
C920,78,1605,0,025015
C922,38,686,8,012055
C925,79,1388,0,017060
C926,37,610,1,003052
C927,760,23837,2909,088003
C928,86,1372,0,084016
C929,37,870,0,063029
C930,39,979,64,020020
C931,95,1274,25,022064
C933,761,17548,0,013075
C934,46,1517,0,034011
C935,162,1299,0,044015
C936,187,2283,0,013234
C937,65,1107,0,016081
C938,80,2147,2140,027010
C939,76,1099,0,061031
C940,52,927,0,065044
C941,33,642,0,094018
C943,19,734,2,023029
C946,49,399,0,057023
C948,179,5932,0,017061
C950,142,5095,0,027011
C951,141,5751,0,036010
C952,156,3135,31,108021
C954,314,1798,0,080029
C955,224,2036,39,001093
C956,82,725,0,083018
C957,392,11631,1,026021
C958,63,1159,0,018052
C959,72,260,0,057024
C960,60,4264,0,079033
C962,31,393,0,006060
C963,176,7247,7247,039008
C964,149,4405,0,028034
C968,147,1488,0,082033
C969,131,2509,0,057025
C971,56,1517,0,064029
C972,65,1508,24,067020
C973,62,1315,0,065045
C974,154,2356,0,065046
C975,722,13432,0,072019
C976,109,1761,0,064030
C977,62,820,139,006061
C978,477,19445,0,075022
C979,42,1004,0,018053
C980,365,10815,2805,038007
C982,39,470,0,018054
C983,1049,32443,0,072020
C984,37,647,0,065047
C986,303,7096,7090,015085
C987,36,1662,0,029017
C988,81,1744,0,056023
C990,460,8022,0,054015
C991,250,8138,0,093017
C992,169,3315,0,026022
C993,57,1428,0,093018
C995,12,518,0,010019
C996,299,3697,0,046011
C998,75,1250,0,060030
C999,97,2042,0,066041
D003,303,6897,2,059006
D004,219,4199,0,099003
D006,183,4035,0,075023
D007,202,4858,0,042015
D008,284,2833,0,001094
D009,551,9590,0,082034
D010,232,3984,0,076029
D011,63,882,50,065048
D012,194,2573,0,007022
D013,140,3072,0,015086
D014,148,3333,0,031002
D015,31,419,0,016082
D016,29,281,0,016249
D018,203,5847,392,015087
D019,92,2891,0,108053
D020,211,4740,0,024034
D021,104,1027,0,098021
D022,58,1230,0,004072
D024,455,3928,0,056050
D026,142,2707,0,034012
D027,57,1895,0,030030
D028,57,724,11,098022
D029,16,125,0,098023
D030,110,4235,1,026023
D033,55,679,0,015150
D037,410,9876,3,035020
D038,45,694,0,108022
D040,67,2463,0,028035
D041,75,614,0,013077
D042,188,9822,1,043015
D043,128,1482,0,067021
D044,215,6473,3447,075024
D045,155,3724,0,015093
D046,39,185,0,005044
D048,38,835,0,021024
D049,219,4873,0,079034
D050,14,232,0,005045
D051,36,263,0,005046
D052,24,456,0,005047
D054,60,790,0,033017
D056,29,670,0,019032
D057,66,678,0,019033
D058,134,3937,3869,017062
D061,127,2227,1,033018
D062,76,2183,0,004073
D064,279,2387,0,017063
D065,41,700,19,097025
D066,56,569,0,016083
D068,48,450,0,098024
D072,23,413,0,005048
D075,15,206,0,021025
D076,28,1,0,067022
D077,440,12874,0,051017
D078,69,369,0,068016
D079,50,615,611,021026
D081,23,825,0,018057
D082,46,548,0,017064
D085,65,2336,620,030031
D086,866,24024,6392,078045
D087,51,692,0,008023
D088,217,2292,0,014024
D089,76,1228,0,080030
D092,20,347,11,001095
D093,39,986,0,004074
D094,86,5567,0,096020
D095,43,713,0,009026
D096,54,723,0,044016
D099,107,586,0,103023
D100,80,1246,0,090027
D101,28,378,0,005049
D102,41,446,0,006062
D103,14,477,0,016085
D105,62,1351,0,029018
D107,122,5741,0,024035
D108,92,1349,0,054016
D109,24,307,0,018058
D110,66,988,0,016084
D111,44,849,0,016247
D112,67,1293,0,097026
D113,41,619,0,002047
D114,22,667,0,008024
D117,156,3527,0,016086
D118,130,3162,0,023030
D119,199,3187,0,005050
D120,54,1742,0,004075
D121,208,5088,5088,039009
D122,882,20597,0,101010
D123,311,6613,0,101009
D124,43,909,0,057026
D126,109,1272,0,016087
D127,21,582,0,018059
D128,71,289,0,077007
D131,55,192,0,097027
D132,174,664,0,002048
D133,38,344,0,004076
D134,92,1199,0,103024
D136,179,5055,0,024036
D137,35,2136,0,069027
D139,55,888,0,016088
D141,60,689,0,019034
D142,388,14369,66,019035
D143,30,690,0,097028
D144,21,381,0,012056
D145,110,1532,0,097029
D147,42,4,0,013083
D149,23,1014,0,006063
D150,902,26107,26107,019036
D151,50,1122,726,019037
D154,125,3823,0,002049
D156,89,2723,78,024037
D159,46,585,0,098025
D161,32,1570,0,029019
D162,48,722,5,003055
D165,54,821,0,096021
D166,209,5190,0,037024
D168,148,1391,0,103025
D170,117,2821,0,063030
D171,408,4691,0,073004
D172,67,891,0,004077
D175,45,1132,0,010020
D177,115,1937,0,103026
D179,152,1360,28,067023
D180,106,1588,0,078046
D181,220,6183,0,079036
D184,290,7656,0,078047
D185,16,272,0,012057
D186,42,439,439,019038
D187,27,346,0,002052
D188,19,465,0,022068
D189,167,4068,1238,101011
D192,104,1999,0,012058
D193,70,2663,0,023092
D195,50,454,0,065049
D196,46,813,0,013084
D197,43,535,0,001096
D198,184,4373,2,015096
D199,45,1078,0,012059
D200,429,6278,0,095019
D201,115,1877,0,068017
D202,109,3992,0,001097
D203,14,220,0,019039
D204,65,1140,0,012060
D205,549,15418,0,004078
D207,28,294,0,005051
D208,205,3316,0,001098
D209,154,3494,2,069028
D210,113,2696,0,044017
D211,120,3542,0,042016
D214,37,428,12,095077
D216,56,1981,1,003058
D217,49,245,0,012061
D218,268,7463,0,079039
D219,40,904,0,096023
D221,83,1757,0,016089
D222,52,1057,0,021027
D223,130,3355,0,075025
D226,98,3258,527,028036
D227,334,14273,0,020021
D228,111,2494,0,061032
D229,80,1403,0,015097
D230,83,4444,0,062026
D231,144,2355,0,015098
D232,21,210,0,013085
D233,21,291,0,016090
D234,261,7221,0,081007
D236,727,11384,0,101012
D237,415,8853,0,075026
D238,79,2674,22,012062
D239,43,649,0,012063
D244,159,1640,0,015099
D245,359,7773,1,016091
D246,12,303,0,022071
D247,17,467,15,025017
D251,425,6789,1954,017065
D253,89,1164,0,102007
D255,60,1952,0,010021
D256,60,991,0,012064
D257,321,4795,0,079042
D258,39,595,0,014025
D259,233,4090,3,092015
D260,146,3216,0,111013
D261,214,5737,0,079043
D264,235,2969,0,009027
D265,103,1428,0,011012
D266,121,1295,0,014026
D267,150,5940,0,085006
D268,144,3625,0,080031
D269,150,3799,0,071022
D270,138,2278,8,017066
D271,221,2159,0,004079
D272,20,195,0,006065
D273,32,633,0,022074
D277,71,262,0,006066
D278,30,237,0,019040
D279,309,4432,0,054017
D280,106,1123,0,097030
D281,48,991,0,002054
D284,528,11716,0,017067
D286,424,10229,139,108023
D287,156,1369,0,091016
D289,151,2946,0,078048
D290,117,1402,0,078139
D291,64,1797,292,004080
D292,247,6816,0,065146
D293,61,1085,0,008025
D296,80,1866,0,008026
D297,232,59625,0,008027
D298,63,723,0,008028
D299,58,2674,0,048013
D300,84,1407,431,030032
D303,145,2613,0,102008
D304,129,1270,0,078049
D305,189,7800,0,075027
D309,50,792,785,003060
D310,55,568,0,013087
D311,51,1359,17,021028
D312,45,659,0,031003
D314,103,3324,0,004081
D315,59,727,0,069029
D316,83,362,0,030033
D317,85,969,0,023031
D318,83,2041,0,008029
D319,101,1837,0,008030
D321,27,287,0,031004
D323,342,7396,0,111014
D324,27,2463,0,032004
D325,216,5438,0,027012
D327,42,931,11,097031
D328,79,1672,0,078050
D329,31,1613,0,013089
D330,59,1188,0,025018
D331,48,1070,0,064031
D332,315,5557,51,103028
D333,140,2950,0,111015
D334,173,4666,0,111016
D338,141,2728,0,007023
D339,118,864,0,096024
D341,103,2326,0,013090
D344,104,1306,0,111017
D345,407,5222,0,091017
D346,53,783,0,097032
D347,89,994,0,003062
D348,124,2388,2388,018061
D350,39,377,0,096025
D351,86,2700,6,020022
D352,50,651,2,016092
D355,18,85,0,013092
D356,56,1177,0,007024
D357,239,1075,0,040011
D358,71,1455,0,019041
D360,119,2732,0,037025
D361,78,1563,18,061033
D364,157,1963,1002,102009
D365,29,248,0,022078
D366,19,280,0,030034
D367,69,793,92,015101
D371,112,1563,133,022079
D372,218,4127,25,004082
D373,105,2135,0,001099
D374,96,1034,0,103029
D376,100,1375,0,091018
D377,55,1520,0,014027
D379,236,8147,116,024038
D380,66,1672,0,062027
D383,17,3251,0,032001
D384,124,1589,0,012065
D385,32,255,0,012066
D386,83,1351,0,062028
D388,40,903,0,005052
D390,842,14490,6484,065050
D391,291,3198,0,017068
D392,77,1837,0,021029
D394,140,1273,0,068018
D395,68,357,34,091019
D398,43,468,146,097033
D399,282,5432,0,092108
D401,38,212,0,004083
D402,31,342,0,007025
D403,585,25424,0,048014
D406,82,1809,0,016093
D407,93,2517,87,024039
D408,129,975,0,030035
D410,97,1660,0,004084
D411,57,622,0,016094
D412,88,1519,94,004085
D414,42,1959,0,076030
D415,186,7014,0,027013
D416,207,4695,76,013095
D419,54,890,0,023032
D420,113,1657,0,023033
D421,140,3338,0,017069
D422,195,6974,0,074006
D423,618,13402,0,081008
D424,23,320,0,009028
D426,69,1687,0,093019
D428,25,383,0,097034
D429,109,2081,0,043016
D430,123,2161,0,111018
D431,39,625,0,111019
D433,48,1330,0,001100
D434,120,2875,0,017070
D436,74,440,0,097035
D440,216,4525,0,060031
D441,46,376,0,090028
D442,247,9248,0,028037
D443,80,1459,0,111020
D444,79,637,0,007026
D445,58,997,0,013097
D447,34,632,0,006067
D450,115,4049,0,035021
D451,320,13562,0,042017
D452,206,2323,0,056024
D453,134,4135,0,102010
D454,105,2920,0,055011
D455,88,2216,0,030036
D456,20,292,0,014028
D458,728,23922,1,039010
D459,182,2557,0,071023
D461,287,6891,560,030037
D462,61,804,0,013098
D463,152,1580,0,073005
D464,157,4498,21,078051
D465,90,510,15,066042
D467,208,5110,0,012067
D468,49,846,0,022081
D469,61,2806,0,062029
D470,116,2352,0,025019
D471,120,2705,0,061101
D472,258,8980,199,042018
D473,92,1017,0,078052
D474,107,2405,0,083019
D475,86,1816,0,056025
D476,246,4107,0,079047
D477,98,2596,0,109005
D480,19,814,0,069104
D482,98,1338,0,013099
D483,74,716,0,060032
D484,44,919,0,021030
D486,140,3316,32,036011
D487,35,1098,0,093020
D488,871,29821,0,041013
D489,61,842,0,067024
D490,103,12670,0,016096
D491,45,440,0,016097
D492,34,1533,1532,003065
D493,316,7466,0,057027
D494,50,1660,2,069030
D495,130,2151,3,069031
D496,44,2278,0,024040
D497,106,1224,0,076031
D499,96,1200,0,004086
D501,81,1677,0,068019
D502,187,3050,0,033019
D503,48,2267,0,056026
D504,39,865,0,031005
D505,101,4326,0,026026
D508,744,26165,141,074007
D509,5,279,0,010022
D510,100,2298,0,050014
D511,31,210,0,004087
D512,31,364,0,010023
D513,111,2296,0,077030
D514,1155,27842,13,084017
D518,274,4670,0,081009
D520,97,1928,66,001101
D522,56,706,0,009044
D523,58,436,0,004088
D524,58,1409,0,001102
D526,144,2854,9,034013
D527,67,1689,545,065051
D528,87,1233,0,006068
D530,556,10326,0,025021
D531,62,898,25,013100
D532,69,997,0,001103
D537,76,1366,387,007027
D538,242,2228,0,055012
D539,292,12101,0,060033
D540,251,4045,0,089008
D541,409,2780,0,041014
D542,673,18715,0,109006
D543,82,1964,1952,012068
D544,150,4121,0,079048
D545,116,2365,0,080032
D546,113,2557,0,079096
D547,228,4749,0,077008
D548,1574,57122,57109,038008
D549,67,630,0,023034
D550,114,3592,0,070023
D551,36,434,0,012069
D552,45,603,0,018062
D553,14,98,0,001157
D554,33,1123,0,005053
D555,140,2799,1,033020
D557,145,1119,988,080033
D559,53,485,0,006069
D560,153,3738,0,057028
D561,174,4706,0,058036
D562,41,1123,5,001104
D564,101,1605,0,043017
D565,20,705,0,022083
D566,15,239,0,043040
D567,129,4179,0,082035
D568,59,1356,0,029021
D569,189,4054,0,083020
D570,97,1740,0,055013
D571,54,1044,0,021031
D573,75,654,0,022085
D574,37,617,0,019043
D575,271,4060,36,048015
D576,47,1033,0,017071
D577,47,2348,0,029022
D578,104,3684,909,027014
D579,90,923,0,013101
D582,28,1381,0,078053
D585,75,863,0,095023
D586,32,648,0,058037
D587,234,6441,0,102011
D588,62,1135,0,016098
D589,120,2008,0,102012
D590,69,1805,0,045006
D591,55,1504,0,060034
D592,67,2215,0,069032
D593,270,2764,0,076032
D594,26,569,0,018063
D595,30,549,0,094019
D596,72,1070,0,102013
D597,165,4687,0,042019
D599,279,6477,0,036012
D600,390,7817,0,009029
D604,45,567,0,016099
D605,138,2938,0,013102
D606,54,1009,0,016100
D607,262,6368,87,036013
D608,19,344,0,001105
D611,339,34213,0,033021
D612,2434,109039,109036,048017
D613,346,7405,0,048018
D614,93,1813,0,078054
D615,212,10740,0,065052
D617,46,2152,0,036014
D619,75,938,0,080034
D621,146,5015,0,093021
D622,196,1444,0,083021
D623,117,5846,0,087016
D624,331,2221,0,078055
D628,72,1601,0,043019
D629,495,12684,0,045007
D630,31,858,667,030039
D634,108,3934,24,017072
D635,66,1304,0,083022
D636,256,12259,0,089009
D637,94,1600,0,090029
D638,145,1980,0,064032
D639,133,2947,0,111021
D640,35,684,0,095080
D641,117,4,0,002057
D643,955,39426,7,071024
D644,93,2255,0,062030
D645,72,2442,0,031006
D646,66,1389,0,001106
D649,138,4846,0,051018
D650,73,1202,0,062031
D651,112,4564,0,022087
D652,118,2311,0,044020
D653,964,22004,0,054018
D654,165,2030,0,026027
D655,97,2504,0,011013
D656,345,9810,11,053009
D660,72,1207,1186,098026
D661,175,2705,0,083023
D662,694,17939,2,059007
D665,230,4486,0,091024
D666,145,973,0,007028
D667,67,1973,0,060036
D668,50,1107,0,037026
D670,178,6227,2,093022
D671,58,2218,0,064033
D672,162,2355,0,016101
D673,96,3060,0,034015
D674,79,2590,0,026028
D675,92,1382,1141,003066
D676,73,900,0,002058
D677,33,1516,0,010024
D678,39,571,0,005054
D679,131,4128,6,028038
D680,80,2783,103,026029
D681,66,278,0,066043
D682,65,1065,0,060037
D683,68,787,0,061034
D684,40,678,0,016102
D685,104,2168,0,034016
D686,86,2241,0,025022
D688,27,334,0,016103
D689,84,1234,0,057029
D690,193,4761,3,069081
D691,87,1144,0,044021
D693,73,1161,8,062032
D694,44,431,84,014029
D695,130,1309,0,095020
D696,153,3659,36,076033
D697,66,1312,0,016104
D700,73,1558,809,030137
D701,148,3832,1,064034
D702,241,8978,0,063031
D703,33,791,0,094020
D704,1492,51266,51264,040012
D705,238,5871,0,040013
D706,23,548,0,103031
D707,223,4771,0,058038
D708,252,8853,0,059008
D709,52,1668,0,061035
D710,52,673,0,019044
D711,449,10540,981,036015
D712,26,347,0,002059
D714,51,647,0,022089
D715,101,1629,0,094021
D717,30,1493,0,024106
D718,73,617,0,030040
D719,100,1217,1213,030041
D720,66,800,0,030042
D725,79,1092,0,001107
D727,57,989,0,016105
D728,104,2887,0,034017
D730,208,12992,403,046013
D731,23,357,0,021032
D732,42,453,452,018064
D733,125,1332,6,083024
D734,119,483,2,046014
D735,88,2591,0,045008
D736,84,873,1,066044
D737,86,1798,0,070024
D738,132,2598,0,069033
D740,57,1848,1845,027015
D741,158,2936,1112,027016
D742,360,8676,0,004089
D744,27,1124,0,079052
D745,110,2010,0,054019
D746,200,3098,0,080053
D748,144,3155,2854,027017
D749,305,6901,0,041015
D750,52,818,0,024041
D751,144,1308,0,004090
D752,75,1682,0,004091
D754,121,3025,30,073006
D755,59,1254,0,062033
D756,85,1736,0,062034
D757,46,650,4,069034
D758,64,925,0,011014
D759,44,301,1,006070
D760,27,476,0,109007
D761,637,17844,0,074008
D762,200,1624,0,102014
D763,238,9944,0,069035
D764,213,1360,0,078056
D765,124,4909,0,083025
D766,151,3906,0,076034
D767,158,2108,0,102015
D768,392,11596,0,089010
D769,192,3483,0,061036
D770,34,261,0,006071
D771,84,1039,0,018065
D773,357,6291,0,058039
D774,152,2841,0,078057
D775,67,349,0,022090
D776,35,895,0,029023
D777,53,483,0,006072
D780,66,1198,0,006073
D781,73,457,6,001108
D782,76,1442,3,004092
D783,241,2804,236,036016
D784,50,1313,0,062035
D785,27,471,0,057030
D786,370,6793,0,054056
D787,62,1173,0,054020
D788,64,1955,0,029024
D789,193,7820,0,063032
D790,101,3634,0,063033
D791,68,738,0,041016
D793,76,1223,1222,083026
D794,94,2134,2017,026030
D796,80,1191,4,069036
D797,57,810,0,006074
D798,117,2728,0,064035
D799,201,4561,0,061037
D801,242,4232,1,061098
D802,51,523,0,005055
D803,73,1804,0,069037
D804,139,2134,0,093024
D805,77,1185,1029,001109
D807,69,376,0,041017
D808,78,1325,0,041018
D810,490,23617,0,060038
D811,114,2294,0,094022
D812,61,962,7,001110
D813,83,1255,22,006075
D814,68,1021,0,006076
D815,370,13220,0,048019
D817,24,313,0,016106
D818,187,2878,0,023035
D819,88,1697,0,060039
D821,41,692,0,021033
D823,95,866,0,069038
D824,95,3050,0,083027
D825,151,3444,0,083028
D826,81,656,0,065053
D827,107,1628,0,111022
D828,212,3716,0,078058
D829,153,5717,5717,039011
D830,53,295,0,014030
D832,57,1673,0,065054
D834,53,685,0,019045
D835,28,978,0,006077
D836,168,3251,0,041019
D839,50,496,0,007029
D841,33,686,0,019046
D842,106,1093,0,091025
D843,286,6156,0,059009
D844,117,2076,0,083029
D845,169,2510,0,015103
D847,491,3993,213,037027
D848,48,1235,0,096026
D849,198,4686,0,086010
D850,50,709,0,066045
D851,299,3320,0,075028
D852,51,1505,0,079055
D853,67,709,0,043020
D854,152,3511,106,026031
D855,28,745,0,029025
D856,34,437,0,004093
D858,412,2428,0,052013
D859,78,1503,0,091026
D860,58,1024,0,021034
D861,201,2125,0,083030
D862,772,22030,3,075029
D863,421,11015,0,075030
D864,184,2315,0,080035
D865,188,2061,0,097036
D867,346,1250,0,040014
D868,44,346,0,098027
D869,559,14306,0,012070
D870,189,1348,6,056027
D871,26,260,0,012071
D872,260,5324,2,003068
D873,13,198,198,018066
D874,171,2312,0,046015
D875,168,4143,0,058040
D876,99,1337,0,076035
D878,80,1805,0,037028
D879,102,2853,0,028039
D881,99,1358,0,060040
D882,118,3740,0,024042
D883,442,10297,3,075031
D884,112,1735,0,061038
D885,100,895,0,083031
D886,121,2302,0,061039
D888,166,2396,0,091027
D889,78,2309,0,028040
D890,49,732,0,006078
D891,202,1636,0,017073
D892,17,255,0,018067
D894,28,270,0,004094
D895,369,3278,426,048020
D896,101,2488,2150,070025
D897,82,2352,0,024043
D898,58,847,4,069039
D899,149,8833,0,040015
D901,127,5185,0,018068
D903,48,549,0,016107
D905,184,2082,0,016108
D906,38,535,0,016109
D907,331,7539,58,082036
D909,51,1356,0,077009
D910,79,800,89,006079
D911,34,466,0,003069
D912,178,5949,0,015105
D913,72,1019,0,097037
D915,127,3328,2,023036
D917,80,2071,0,017074
D918,102,3391,0,017075
D920,165,4073,0,004095
D921,44,1339,1337,003070
D923,19,454,0,021035
D924,124,3557,0,017076
D925,345,9664,0,018069
D926,63,669,10,097038
D927,31,1694,0,009030
D928,33,371,0,022091
D930,40,749,0,013106
D931,23,453,0,001111
D932,128,2240,0,079056
D933,151,2804,0,001112
D934,118,2674,0,035022
D935,210,8387,0,040016
D938,169,4650,1,002061
D940,242,5938,0,017077
D942,23,1108,0,029026
D943,43,975,0,016110
D944,96,2877,0,006081
D945,118,1115,1,058041
D946,164,2582,0,012072
D947,156,3451,0,091028
D948,859,5639,0,053010
D949,62,1561,29,020024
D951,64,1386,0,012073
D952,118,3143,0,016111
D956,89,2387,0,028041
D957,122,4449,0,023037
D958,277,2140,0,033022
D959,67,2053,0,020025
D960,1554,45876,0,085007
D961,79,1346,0,099004
D962,293,5592,0,030043
D963,82,1026,1,012074
D964,232,2782,0,058042
D965,76,1698,2,042020
D966,51,639,0,019047
D967,57,1369,0,004096
D968,60,1006,0,111023
D969,3851,133129,133125,010025
D970,41,400,0,111024
D971,402,5698,0,076036
D972,293,7845,0,058043
D974,46,825,825,013107
D975,150,1641,0,080036
D976,258,6192,0,080043
D977,272,3151,0,082037
D978,81,1319,0,058044
D980,32,700,0,018071
D981,130,2302,14,012075
D982,127,1556,0,111025
D983,43,787,0,001113
D984,29,226,226,103032
D987,78,1520,0,012076
D988,104,1794,0,102016
D990,89,677,0,014031
D993,26,481,0,019048
D994,59,713,0,111026
D995,84,2006,0,015106
D996,101,1982,0,069040
D997,63,1192,0,111027
D998,239,3636,715,064036
D999,247,8615,0,017078
E001,134,1974,0,003073
E003,106,1998,0,103033
E004,464,5613,325,095021
E006,115,2017,0,016113
E007,29,530,0,002062
E008,43,1179,0,029027
E009,40,715,0,001114
E010,85,1194,0,017079
E011,54,560,0,061040
E012,81,2195,0,054021
E013,71,1212,0,082038
E014,206,4732,0,083032
E015,33,325,0,006082
E016,172,4359,0,088004
E017,404,16722,0,087017
E019,79,1015,0,090030
E020,378,6650,1114,001115
E021,95,2199,0,026032
E022,63,1451,0,111028
E023,146,3819,0,081010
E024,11,64,0,096027
E025,137,2387,0,080037
E026,89,2756,0,065055
E027,217,4752,2,065056
E028,108,1212,0,103034
E029,68,1543,0,007030
E030,124,766,0,070026
E031,123,1,0,079058
E033,60,1225,0,076099
E034,52,391,0,062036
E036,651,14342,0,073007
E037,90,1387,0,065057
E038,679,14755,0,072021
E039,90,4091,0,061041
E040,98,3767,0,066046
E041,489,12242,1,080038
E043,158,6668,0,083033
E044,286,6077,0,080039
E045,124,1665,0,055014
E047,375,8235,197,072022
E048,74,1254,3,022092
E049,81,795,0,091031
E050,329,7798,14,079059
E052,72,1816,5,069041
E053,90,1720,537,075032
E054,559,21838,0,063034
E055,170,2919,0,082039
E056,21,837,0,069042
E057,52,1609,0,060041
E058,317,10726,0,067025
E060,51,801,0,065058
E061,105,3364,0,075033
E062,85,2839,0,018072
E063,258,10227,0,108024
E064,58,421,0,009031
E065,35,601,0,022093
E066,65,489,0,009032
E067,51,1284,59,001116
E068,191,1897,0,079060
E069,40,470,0,021036
E070,143,2014,0,011028
E071,141,2963,0,026033
E072,202,2946,0,018073
E074,56,1102,0,082040
E078,200,6167,0,020026
E079,59,1564,0,012077
E081,36,297,0,018074
E082,27,567,0,019049
E083,86,2641,0,030044
E084,33,341,136,111029
E085,404,6021,0,111031
E086,190,3751,0,111030
E087,155,482,0,095022
E088,69,1088,0,095024
E089,202,3774,0,020027
E090,124,1671,3,014032
E091,63,927,14,058045
E092,80,2113,0,026034
E093,69,1705,0,077010
E094,221,3970,7,015108
E096,40,1115,243,066047
E098,447,12549,4860,031007
E100,107,2707,91,016114
E101,134,1305,0,012078
E102,153,4531,0,012079
E103,64,1804,0,016115
E104,53,831,0,012080
E106,55,865,0,016116
E107,134,2623,0,038025
E109,12,430,0,010026
E111,24,355,0,004097
E113,84,851,103,025025
E114,134,1799,1799,033023
E115,27,202,0,004098
E116,237,3128,0,017080
E118,58,1230,0,004099
E120,128,1924,0,003076
E122,140,2528,0,041020
E124,109,3492,0,031008
E125,334,6270,0,031009
E126,78,1219,0,056028
E127,79,981,0,098028
E128,135,1858,0,056029
E130,96,1322,1,096028
E131,119,5411,0,063035
E132,200,1758,0,033024
E133,365,16982,0,087018
E134,32,445,0,005056
E136,137,5993,0,037030
E139,60,738,31,013110
E141,131,1483,988,013111
E142,148,2084,0,083034
E143,59,580,0,003077
E144,39,477,0,012081
E145,54,1988,0,028042
E146,49,1030,764,028043
E147,204,4893,0,077011
E148,96,3495,0,016117
E149,217,1842,0,082041
E152,80,1060,0,018075
E153,96,3106,0,103035
E154,102,727,0,001117
E155,608,16845,0,072023
E156,194,4786,0,087019
E158,140,4314,0,061042
E159,35,806,0,005057
E160,109,1771,0,057031
E161,106,1988,0,064037
E163,31,250,0,002065
E164,36,392,0,006083
E165,148,2097,0,007031
E167,32,689,0,007032
E168,232,827,0,007033
E169,250,10633,0,048021
E170,53,697,0,015110
E171,293,4175,0,023038
E172,37,420,0,013113
E173,126,3156,0,061043
E177,114,2294,0,003079
E178,50,1413,0,022095
E179,19,384,377,030045
E180,141,1495,0,078059
E182,35,634,0,004100
E184,89,3964,0,024046
E185,165,3444,0,078060
E187,408,2566,0,037031
E188,75,547,0,006084
E189,70,1109,0,016118
E191,36,561,0,006085
E192,37,630,0,016119
E193,38,1314,0,019050
E195,155,2670,0,018076
E196,281,2100,0,033025
E199,98,780,0,001118
E200,307,2256,0,014033
E201,183,824,0,014034
E202,1761,41480,33872,053011
E203,29,493,0,001119
E204,172,5159,0,058046
E205,499,19660,0,073008
E206,204,6944,0,064038
E207,242,9295,0,044023
E208,105,1884,0,109008
E209,223,7265,4,084018
E210,121,1386,0,056030
E212,136,9674,0,080040
E213,136,1350,0,077012
E214,84,1429,18,064039
E215,99,1564,0,027018
E216,243,7830,0,001120
E217,101,1003,0,019051
E219,121,3280,0,016120
E221,160,2391,0,076037
E223,443,9338,0,072024
E224,157,2950,0,063036
E226,63,1438,0,024047
E227,317,6511,206,075034
E228,46,880,2,043021
E229,179,3934,0,054022
E230,538,6245,6245,054023
E232,143,4553,0,035023
E233,113,2808,0,083035
E234,69,892,0,111032
E235,96,1381,0,013114
E236,88,1774,1,060042
E237,45,267,0,002066
E238,91,1391,0,098029
E239,140,6023,0,079061
E240,32,776,0,029028
E241,94,2357,0,055015
E242,102,962,0,078061
E243,181,6019,0,069043
E244,81,747,0,070027
E245,83,2623,0,064040
E246,104,791,0,076038
E248,79,481,0,070028
E249,219,6649,0,062037
E250,41,1164,0,050015
E251,70,1492,0,004101
E252,138,2977,0,111033
E253,332,6839,0,035024
E255,18,271,3,006086
E256,681,20638,0,054024
E258,56,825,0,015112
E259,254,3496,0,070029
E261,134,4780,0,020028
E263,868,22274,0,058047
E264,162,2648,0,036017
E265,93,2272,0,018150
E266,84,888,0,069044
E269,86,791,0,103036
E270,313,6884,0,111034
E271,167,6224,0,017081
E272,63,2371,0,019052
E273,78,1112,0,007034
E274,94,1422,0,079065
E280,79,1729,0,017082
E281,685,10956,0,111035
E282,18,265,0,004102
E283,113,1685,0,091032
E284,189,2339,0,023039
E285,89,871,0,090031
E287,58,660,0,097039
E288,54,1109,0,022097
E289,745,21758,21705,037032
E290,661,24675,0,008031
E291,133,5488,0,048022
E292,20,505,0,012082
E295,77,1360,1,005058
E297,108,714,0,017083
E299,132,2329,135,012083
E301,24,441,0,001121
E304,28,302,0,103037
E305,63,855,0,097040
